player_name,team,strict_wins,vorp,strict_wins_rank,vorp_rank,rank_delta,z_delta,percentile_delta,ws_48,win_shares
Jamison Battle,TOR,6.493,-0.1,229.0,327.0,-98.0,0.5956881982521656,-0.26054852320675104,0.086,0.9
Derik Queen,NOP,6.487,0.6,230.0,156.0,74.0,-0.02440814733975464,0.14345991561181437,0.063,2.7
Mouhamed Gueye,ATL,6.479,0.2,231.0,219.0,12.0,0.3225258645548832,-0.0021097046413502407,0.11,2.7
Adem Bona,PHI,6.475,-0.3,232.0,409.0,-177.0,0.7600819268560715,-0.39345991561181437,0.112,2.9
Rudy Gobert,MIN,6.458,1.8,233.0,56.0,177.0,-1.0995590186808735,0.36708860759493667,0.176,8.7
Gary Payton II,GSW,6.449,1.1,234.0,103.0,131.0,-0.48918404167118135,0.26793248945147685,0.149,3.5
Jordan Walsh,BOS,6.429,0.7,235.0,141.0,94.0,-0.15002712464232537,0.18354430379746833,0.15,3.8
Jaylin Williams,OKC,6.422,1.5,236.0,73.0,163.0,-0.8588012469243509,0.33438818565400846,0.155,4.1
Marcus Smart,LAL,6.42,-0.1,237.0,327.0,-90.0,0.5483775378186564,-0.24367088607594933,0.054,2.0
Jordan Poole,NOP,6.412,-0.4,238.0,429.0,-191.0,0.8072818642620045,-0.4177215189873418,0.01,0.2
Sidy Cissoko,POR,6.411,-0.7,239.0,458.0,-219.0,1.0707228293770585,-0.4641350210970465,0.045,1.3
Bruce Brown,DEN,6.41,-0.2,240.0,379.0,-139.0,0.6299263108817944,-0.32383966244725737,0.071,2.9
Jarred Vanderbilt,LAL,6.398,0.1,241.0,246.0,-5.0,0.35806015966214244,-0.04746835443037978,0.079,1.8
Payton Pritchard,BOS,6.393,2.8,242.0,24.0,218.0,-2.0219818037167587,0.4588607594936709,0.16,8.5
OG Anunoby,NYK,6.389,2.3,243.0,38.0,205.0,-1.5844257414155705,0.4282700421940928,0.135,6.3
Ivica Zubac,IND,6.379,-0.1,244.0,327.0,-83.0,0.5218057970272334,-0.22890295358649781,0.064,0.2
Kevin Porter Jr.,MIL,6.373,1.3,245.0,90.0,155.0,-0.7144983467237151,0.319620253164557,0.106,2.8
Blake Hinson,UTA,6.367,0.1,246.0,246.0,0.0,0.33796933125887174,-0.03691983122362874,0.112,0.7
Jerami Grant,POR,6.362,0.9,247.0,122.0,125.0,-0.3695086085455229,0.2542194092827005,0.114,4.0
Jalen Slawson,IND,6.362,0.1,247.0,246.0,1.0,0.33472887506479587,-0.03270042194092826,0.07,0.5
Tyler Burton,MEM,6.362,-0.3,247.0,409.0,-162.0,0.6868476168699553,-0.35970464135021096,0.023,0.1
Jeremiah Fears,NOP,6.355,-0.4,250.0,429.0,-179.0,0.770340663649539,-0.3924050632911392,0.015,0.6
Pat Connaughton,CHA,6.349,0.2,251.0,219.0,32.0,0.2382740035089086,0.04113924050632911,0.113,0.7
Darius Garland,LAC,6.349,0.5,251.0,169.0,82.0,-0.02581505284496094,0.16139240506329117,0.104,1.2
Asa Newell,ATL,6.345,0.1,253.0,246.0,7.0,0.3237113240049374,-0.022151898734177222,0.113,1.2
James Harden,CLE,6.322,1.3,254.0,90.0,164.0,-0.7475509999032899,0.3386075949367089,0.158,2.9
Ochai Agbaji,BKN,6.321,-0.1,255.0,327.0,-72.0,0.4842165051759525,-0.20569620253164556,0.042,0.3
Brook Lopez,LAC,6.317,0.5,256.0,169.0,87.0,-0.04655397248704703,0.17088607594936706,0.068,2.3
AJ Johnson,DAL,6.314,-0.3,257.0,409.0,-152.0,0.6557392374068262,-0.3407172995780591,-0.049,-0.2
Aaron Holiday,HOU,6.294,-0.1,258.0,327.0,-69.0,0.4667180417279423,-0.1993670886075949,0.088,1.4
Bam Adebayo,MIA,6.291,2.4,259.0,34.0,225.0,-1.735968368270749,0.4715189873417721,0.129,6.4
Pete Nance,MIL,6.286,-0.1,260.0,327.0,-67.0,0.4615333118174208,-0.19514767932489452,0.072,1.1
DeJon Jarreau,MEM,6.276,-0.2,261.0,379.0,-118.0,0.5430820848805588,-0.2795358649789029,-0.035,-0.2
Maxime Raynaud,SAC,6.27,-0.2,262.0,379.0,-117.0,0.5391935374476675,-0.27742616033755274,0.088,3.6
Charles Bassey,GSW,6.269,0.1,263.0,246.0,17.0,0.2744563898549832,-0.0010548523206751481,0.233,0.5
Khris Middleton,DAL,6.259,-0.4,264.0,429.0,-165.0,0.7081239047232808,-0.3628691983122363,0.008,0.1
RJ Barrett,TOR,6.251,1.0,265.0,112.0,153.0,-0.5294764215052987,0.3132911392405063,0.111,4.0
Jaxson Hayes,LAL,6.231,1.0,266.0,112.0,154.0,-0.5424382462816028,0.3154008438818566,0.199,5.0
Rasheer Fleming,PHX,6.225,-0.3,267.0,409.0,-142.0,0.598059117152274,-0.319620253164557,0.055,0.8
Tre Johnson,WAS,6.213,-1.1,268.0,467.0,-199.0,1.2945195058968109,-0.41983122362869196,-0.024,-0.7
Cormac Ryan,MIL,6.201,0.1,269.0,246.0,23.0,0.23038618561555002,0.011603375527426074,0.114,0.6
Jaden Hardy,WAS,6.197,-0.4,270.0,429.0,-159.0,0.6679422479167388,-0.35021097046413496,-0.03,-0.3
Jamal Shead,TOR,6.196,-0.1,271.0,327.0,-56.0,0.40320510032405377,-0.17194092827004215,0.07,2.7
Luguentz Dort,OKC,6.173,0.0,272.0,282.0,-10.0,0.30026931638001475,-0.06751054852320681,0.078,3.0
Spencer Jones,DEN,6.171,-0.1,273.0,327.0,-54.0,0.3870028193536744,-0.16772151898734178,0.089,2.6
Zach Edey,MEM,6.149,0.2,274.0,219.0,55.0,0.10865575574587055,0.08860759493670889,0.134,0.8
Ben Sheppard,IND,6.147,-0.4,275.0,429.0,-154.0,0.6355376859759794,-0.3396624472573839,0.05,1.4
Will Riley,WAS,6.144,-1.0,276.0,466.0,-190.0,1.1617715249672727,-0.4008438818565401,0.012,0.4
Steven Adams,HOU,6.133,0.3,277.0,195.0,82.0,0.010256610473537653,0.14873417721518983,0.141,2.1
Julian Reese,WAS,6.127,-0.3,278.0,409.0,-131.0,0.5345461757483855,-0.29641350210970463,0.041,0.3
Baylor Scheierman,BOS,6.122,0.9,279.0,122.0,157.0,-0.5250505058611686,0.319620253164557,0.129,3.8
Tony Bradley,ATL,6.12,0.0,280.0,282.0,-2.0,0.26592048072280977,-0.05063291139240511,0.061,0.0
Andre Jackson Jr.,MIL,6.116,-0.5,281.0,444.0,-163.0,0.703476543023998,-0.3512658227848101,-0.047,-0.4
Russell Westbrook,SAC,6.116,0.7,281.0,141.0,140.0,-0.35287968239148015,0.28164556962025317,0.009,0.4
Jalen Brunson,NYK,6.115,3.3,283.0,17.0,266.0,-2.6422995953638306,0.560126582278481,0.163,8.8
Drew Eubanks,SAC,6.104,-0.2,284.0,379.0,-95.0,0.43161039180434635,-0.2310126582278481,0.053,0.6
Kennedy Chandler,UTA,6.094,-0.3,285.0,409.0,-124.0,0.5131591648674845,-0.2816455696202532,0.029,0.2
Moritz Wagner,ORL,6.064,0.0,286.0,282.0,4.0,0.22962737134915912,-0.03797468354430389,0.104,0.9
Dyson Daniels,ATL,6.061,2.1,287.0,43.0,244.0,-1.6209402968443736,0.5084388185654009,0.126,6.6
Peyton Watson,DEN,6.046,0.3,288.0,195.0,93.0,-0.046127327303383675,0.1719409282700422,0.078,2.6
Harrison Barnes,SAS,6.04,1.0,289.0,112.0,177.0,-0.6662236728953039,0.3639240506329114,0.117,4.8
Lachlan Olbrich,CHI,5.993,-0.1,290.0,327.0,-37.0,0.27164257884457066,-0.13185654008438819,0.075,0.5
RayJ Dennis,ATL,5.983,-0.1,291.0,327.0,-36.0,0.2651616664564183,-0.12869198312236285,0.017,0.0
Doug McDermott,SAC,5.983,-0.3,291.0,409.0,-118.0,0.44122103735899804,-0.26793248945147685,0.018,0.2
Buddy Hield,ATL,5.972,0.0,293.0,282.0,11.0,0.1700029773781619,-0.02320675105485237,0.044,0.0
Zaccharie Risacher,ATL,5.959,-0.2,294.0,379.0,-85.0,0.33763716217614353,-0.20991561181434604,0.074,2.3
Isaiah Jackson,LAC,5.956,0.3,295.0,195.0,100.0,-0.10445553879675065,0.1867088607594936,0.213,1.2
Shaedon Sharpe,POR,5.942,0.2,296.0,219.0,77.0,-0.02549913068887366,0.13502109704641352,0.041,1.3
CJ McCollum,ATL,5.936,0.9,297.0,122.0,175.0,-0.6455954762807938,0.3575949367088608,0.082,2.0
Pascal Siakam,IND,5.934,1.4,298.0,83.0,215.0,-1.0870400860148732,0.4472573839662447,0.062,2.6
Herbert Jones,NOP,5.922,-0.5,299.0,444.0,-145.0,0.5777468426938511,-0.3143459915611815,0.022,0.7
Tristan da Silva,ORL,5.919,0.7,300.0,141.0,159.0,-0.4805536564380726,0.3206751054852321,0.084,3.3
Jevon Carter,ORL,5.909,0.1,301.0,246.0,55.0,0.0411435438815147,0.07911392405063289,0.05,0.6
Al Horford,GSW,5.907,0.9,302.0,122.0,180.0,-0.6643901222064343,0.3681434599156118,0.105,2.1
Naz Reid,MIN,5.893,1.5,303.0,73.0,230.0,-1.2016415122575863,0.47573839662447254,0.097,4.0
Khaman Maluach,PHX,5.888,-0.2,304.0,379.0,-75.0,0.2916226842202652,-0.18881856540084385,0.099,0.8
Cam Thomas,MIL,5.874,-0.3,305.0,409.0,-104.0,0.3705790923281424,-0.23945147679324896,-0.028,-0.2
Julian Champagnie,SAS,5.865,1.9,306.0,54.0,252.0,-1.5719068087495704,0.5305907172995781,0.132,6.2
Reed Sheppard,HOU,5.845,2.5,307.0,30.0,277.0,-2.1130467462336138,0.5812236286919831,0.131,5.9
Isaiah Crawford,HOU,5.841,0.0,308.0,282.0,26.0,0.08510302509337186,0.00843881856540074,0.069,0.1
Keon Ellis,CLE,5.837,0.6,309.0,156.0,153.0,-0.44566745256962825,0.31012658227848106,0.121,1.8
Andrew Wiggins,MIA,5.834,1.7,310.0,63.0,247.0,-1.4159382662502622,0.5168776371308017,0.106,4.6
Kam Jones,IND,5.82,-0.6,311.0,453.0,-142.0,0.5996712217859919,-0.30379746835443044,0.002,0.0
Max Christie,DAL,5.818,0.3,312.0,195.0,117.0,-0.19389212975324735,0.22362869198312235,0.058,2.7
Justin Champagnie,WAS,5.818,0.6,312.0,156.0,156.0,-0.4579811861071169,0.31751054852320676,0.109,3.1
John Poulakidas,DAL,5.817,0.0,314.0,282.0,32.0,0.06954883536180728,0.02215189873417711,0.095,0.5
Caleb Houstan,ATL,5.817,0.0,314.0,282.0,32.0,0.06954883536180728,0.02215189873417711,0.16,0.2
Cole Anthony,MIL,5.806,-0.4,316.0,429.0,-113.0,0.41453857353999957,-0.25316455696202533,-0.042,-0.5
Jabari Smith Jr.,HOU,5.777,0.9,317.0,122.0,195.0,-0.7486419832524089,0.39978902953586504,0.118,6.6
Jonathan Mogbo,TOR,5.776,0.1,318.0,246.0,72.0,-0.04505259088090552,0.11497890295358648,0.12,0.6
Dalen Terry,PHI,5.766,0.0,319.0,282.0,37.0,0.03649618218223255,0.03164556962025311,0.074,0.3
Javonte Cooke,POR,5.76,-0.2,320.0,379.0,-59.0,0.20866700565192087,-0.15506329113924056,-0.175,-0.3
Moussa Cisse,DAL,5.757,-0.1,321.0,327.0,-6.0,0.11869304648418544,-0.06645569620253167,0.116,1.3
Ousmane Dieng,MIL,5.755,-0.5,322.0,444.0,-122.0,0.4695156058117146,-0.26582278481012656,-0.02,-0.3
Sharife Cooper,WAS,5.716,-0.3,323.0,409.0,-86.0,0.2681806765953427,-0.20147679324894519,0.041,0.6
Ethan Thompson,IND,5.713,-0.5,324.0,444.0,-120.0,0.44229577378147666,-0.2616033755274262,0.02,0.3
E.J. Liddell,BKN,5.704,-0.1,325.0,327.0,-2.0,0.0843442108269804,-0.058016877637130815,0.074,0.5
Paul George,PHI,5.702,1.1,326.0,103.0,223.0,-0.973308197066128,0.4620253164556962,0.108,2.5
Myles Turner,MIL,5.689,0.5,327.0,169.0,158.0,-0.45355527046298627,0.3206751054852321,0.076,3.0
Jeremy Sochan,NYK,5.681,0.2,328.0,219.0,109.0,-0.19465094401963828,0.20253164556962022,0.239,0.6
Jett Howard,ORL,5.674,0.0,329.0,282.0,47.0,-0.023128211788764674,0.052742616033755185,0.087,1.3
Taj Gibson,MEM,5.666,0.0,330.0,282.0,48.0,-0.02831294169928622,0.05485232067510548,0.134,0.3
Dwight Powell,DAL,5.661,0.1,331.0,246.0,85.0,-0.11958308334465245,0.14240506329113922,0.138,2.6
Keaton Wallace,ATL,5.659,-0.1,332.0,327.0,5.0,0.055180105080296915,-0.043248945147679296,0.066,0.7
Kobe Bufkin,LAL,5.652,-0.2,333.0,379.0,-46.0,0.1386731518598806,-0.12763713080168781,-0.056,-0.1
Nickeil Alexander-Walker,ATL,5.651,2.1,334.0,43.0,291.0,-1.8866577047586013,0.6075949367088608,0.116,6.3
Jeff Green,HOU,5.646,-0.2,335.0,379.0,-44.0,0.13478460442698925,-0.12341772151898733,0.054,0.2
Olivier-Maxence Prosper,MEM,5.641,0.5,336.0,169.0,167.0,-0.48466364992611544,0.339662447257384,0.119,2.4
Gradey Dick,TOR,5.636,-0.4,337.0,429.0,-92.0,0.30436306294141735,-0.2088607594936709,0.064,1.4
Cam Whitmore,WAS,5.627,-0.1,338.0,327.0,11.0,0.03444118543821084,-0.030590717299578074,-0.002,0.0
Kelly Olynyk,SAS,5.621,0.2,339.0,219.0,120.0,-0.23353641834854938,0.2257383966244726,0.13,1.0
Isaiah Collier,UTA,5.619,-0.2,340.0,379.0,-39.0,0.11728614097897905,-0.1128691983122363,0.053,1.7
P.J. Washington,DAL,5.604,0.2,341.0,219.0,122.0,-0.24455396940840785,0.22995780590717296,0.046,1.7
Jae'Sean Tate,HOU,5.597,-0.2,342.0,379.0,-37.0,0.10302813372504538,-0.10864978902953593,0.095,0.8
Kyle Lowry,PHI,5.592,-0.3,343.0,409.0,-66.0,0.18781736298225882,-0.15928270042194093,-0.062,-0.2
Nique Clifford,SAC,5.588,-1.4,344.0,472.0,-128.0,1.1535515379911867,-0.27004219409282704,-0.014,-0.6
Cody Williams,UTA,5.578,-1.5,345.0,473.0,-128.0,1.235100311054325,-0.27004219409282704,0.004,0.1
De'Anthony Melton,GSW,5.574,-0.1,346.0,327.0,19.0,9.234978100580715e-05,-0.01371308016877637,0.031,0.7
Matas Buzelis,CHI,5.569,0.5,347.0,169.0,178.0,-0.5313262191208091,0.36286919831223635,0.055,2.6
Tyler Herro,MIA,5.568,1.1,348.0,103.0,245.0,-1.0601524230673638,0.5084388185654009,0.112,2.4
Alijah Martin,TOR,5.567,-0.1,349.0,327.0,22.0,-0.004444288890700254,-0.007383966244725704,0.015,0.0
Jake LaRavia,LAL,5.562,0.4,350.0,182.0,168.0,-0.4478331723412254,0.34177215189873417,0.089,3.8
Keegan Murray,SAC,5.554,-0.2,351.0,379.0,-28.0,0.07516021045599208,-0.08966244725738404,0.011,0.2
Micah Potter,IND,5.552,0.6,352.0,156.0,196.0,-0.6303734556319575,0.40084388185654013,0.135,2.6
Jamir Watkins,WAS,5.528,-0.3,353.0,409.0,-56.0,0.14633952369808667,-0.13818565400843885,0.049,1.1
Josh Giddey,CHI,5.523,2.0,354.0,50.0,304.0,-1.8815836978756555,0.6381856540084387,0.09,3.2
Bennedict Mathurin,LAC,5.509,0.0,355.0,282.0,73.0,-0.13006326619327102,0.10759493670886067,0.092,1.4
Kobe Brown,IND,5.496,-0.1,356.0,327.0,29.0,-0.05045876684657857,0.007383966244725815,0.07,1.0
Collin Gillespie,PHX,5.465,2.6,357.0,26.0,331.0,-2.447351102434676,0.6951476793248945,0.13,6.2
Jabari Walker,PHI,5.464,-0.1,358.0,327.0,31.0,-0.07119768648866465,0.011603375527426185,0.106,1.7
Anthony Black,ORL,5.46,0.7,359.0,141.0,218.0,-0.7780275350542445,0.44514767932489446,0.067,2.6
Royce O'Neale,PHX,5.454,1.5,360.0,73.0,287.0,-1.4861535660974545,0.5959915611814346,0.1,4.6
Dillon Brooks,PHX,5.44,-0.1,361.0,327.0,34.0,-0.08675187622022917,0.017932489451476852,0.058,2.1
Caleb Martin,DAL,5.436,0.0,362.0,282.0,80.0,-0.1773739266267801,0.12236286919831219,0.048,0.9
Taylor Hendricks,MEM,5.434,0.1,363.0,246.0,117.0,-0.2666997945557002,0.20991561181434593,0.061,0.8
Jaden Ivey,CHI,5.428,0.1,364.0,246.0,118.0,-0.27058834198859144,0.21308016877637126,0.11,0.3
Thanasis Antetokounmpo,MIL,5.428,0.0,364.0,282.0,82.0,-0.18255865653730163,0.1276371308016877,0.076,0.2
Mohamed Diawara,NYK,5.427,0.0,366.0,282.0,84.0,-0.18320674777611712,0.13080168776371304,0.072,0.9
Curtis Jones,DEN,5.42,0.0,367.0,282.0,85.0,-0.18774338644782318,0.13291139240506322,0.072,0.1
Mac McClung,CHI,5.403,-0.1,368.0,327.0,41.0,-0.11073125205639178,0.03270042194092826,-0.005,0.0
Paolo Banchero,ORL,5.402,2.1,369.0,43.0,326.0,-2.0480324232235834,0.6814345991561181,0.095,5.0
Bryce McGowens,NOP,5.394,-0.2,370.0,379.0,-9.0,-0.028534387754438395,-0.04957805907172996,0.094,1.7
Kelly Oubre Jr.,PHI,5.392,0.2,371.0,219.0,152.0,-0.3819493120372279,0.2932489451476793,0.083,2.7
Tristan Vukcevic,WAS,5.386,0.3,372.0,195.0,177.0,-0.47386754492140903,0.34915611814345987,0.054,0.8
Rayan Rupert,MEM,5.382,-0.4,373.0,429.0,-56.0,0.13974788828235885,-0.13291139240506322,0.041,0.4
Jaylen Wells,MEM,5.375,-0.5,374.0,444.0,-70.0,0.22324093506194254,-0.1561181434599156,0.042,1.6
Tari Eason,HOU,5.373,0.2,375.0,219.0,156.0,-0.39426304557471653,0.3027426160337553,0.091,2.9
Julian Phillips,MIN,5.373,-0.1,375.0,327.0,48.0,-0.130173989220847,0.048523206751054926,0.041,0.1
Terance Mann,BKN,5.367,-0.6,377.0,453.0,-76.0,0.30608589060271074,-0.16455696202531656,0.056,1.8
Onyeka Okongwu,ATL,5.36,1.6,378.0,68.0,310.0,-1.635103827997372,0.649789029535865,0.125,6.0
Drake Powell,BKN,5.348,-1.3,379.0,471.0,-92.0,0.9099799552242511,-0.19409282700421937,-0.003,-0.1
De'Andre Hunter,SAC,5.312,-0.2,380.0,379.0,1.0,-0.08167786933728383,-0.02848101265822789,-0.225,-0.2
Josh Hart,NYK,5.309,2.5,381.0,30.0,351.0,-2.460423650238555,0.7373417721518987,0.147,6.1
John Konchar,UTA,5.284,0.3,382.0,195.0,187.0,-0.5399728512805585,0.37025316455696206,0.1,1.4
Ace Bailey,UTA,5.263,-1.2,383.0,468.0,-85.0,0.7668625144736702,-0.18143459915611815,-0.001,-0.1
Lindy Waters III,SAS,5.261,-0.1,384.0,327.0,57.0,-0.20276020796814842,0.06645569620253167,0.063,0.4
Johnny Furphy,IND,5.255,-0.3,385.0,409.0,-24.0,-0.030589384498459937,-0.07067510548523215,0.036,0.5
Liam McNeeley,CHA,5.254,0.1,386.0,246.0,140.0,-0.3833562175424347,0.25843881856540085,0.112,0.9
TyTy Washington Jr.,LAC,5.247,0.1,387.0,246.0,141.0,-0.3878928562141409,0.26054852320675104,0.121,0.2
Antonio Reeves,CHA,5.239,0.1,388.0,246.0,142.0,-0.3930775861246624,0.2626582278481012,0.13,0.2
Tyus Jones,DEN,5.217,-0.1,389.0,327.0,62.0,-0.23127622247601698,0.0770042194092827,-0.026,-0.1
Patrick Williams,CHI,5.208,-0.9,390.0,465.0,-75.0,0.46712843998496556,-0.15822784810126578,-0.005,-0.1
Ziaire Williams,BKN,5.205,0.1,391.0,246.0,145.0,-0.4151126882443787,0.2689873417721519,0.059,1.6
Cameron Johnson,DEN,5.204,0.6,392.0,156.0,236.0,-0.8559092067396433,0.48523206751054854,0.108,3.7
Rui Hachimura,LAL,5.2,-0.1,393.0,327.0,66.0,-0.2422937735358749,0.08544303797468356,0.08,3.2
Caleb Love,POR,5.197,-0.3,394.0,409.0,-15.0,-0.06817867634974084,-0.05168776371308026,0.031,0.6
Devin Carter,SAC,5.193,-0.1,395.0,327.0,68.0,-0.24683041220758162,0.08966244725738404,0.012,0.2
Ben Saraf,BKN,5.185,-1.2,396.0,468.0,-72.0,0.7163113978460851,-0.15295358649789026,-0.057,-1.1
Luke Travers,CLE,5.185,0.0,396.0,282.0,114.0,-0.340044827569393,0.19514767932489452,0.024,0.1
Christian Koloko,ATL,5.181,-0.2,398.0,379.0,19.0,-0.1665778216220738,0.009493670886075889,0.05,0.2
Scoot Henderson,POR,5.165,0.0,399.0,282.0,117.0,-0.3530066523456965,0.20042194092827004,0.064,1.0
Gabe Vincent,ATL,5.138,-0.1,400.0,327.0,73.0,-0.28247543034241684,0.10021097046413507,0.049,0.3
DeMar DeRozan,SAC,5.134,1.1,401.0,103.0,298.0,-1.3414240207131556,0.620253164556962,0.112,5.6
Seth Curry,GSW,5.13,0.1,402.0,246.0,156.0,-0.46371953115551806,0.29219409282700415,0.152,0.4
Taelon Peter,IND,5.119,-0.3,403.0,409.0,-6.0,-0.11872979297732578,-0.03270042194092826,-0.001,0.0
Gary Trent Jr.,MIL,5.118,-1.2,404.0,468.0,-64.0,0.672889284845468,-0.1371308016877637,-0.002,-0.1
Miles Kelly,DAL,5.095,-0.1,405.0,327.0,78.0,-0.31034335361147014,0.11075949367088611,0.013,0.0
Killian Hayes,SAC,5.092,-0.4,406.0,429.0,-23.0,-0.04819857097404612,-0.06329113924050633,-0.031,-0.3
Noah Penda,ORL,5.089,0.1,407.0,246.0,161.0,-0.4902912719469405,0.3027426160337552,0.07,1.1
Jarace Walker,IND,5.044,-0.2,408.0,379.0,29.0,-0.2553663213397551,0.030590717299578074,0.013,0.5
Kawhi Leonard,LAC,5.001,5.3,409.0,3.0,406.0,-5.124866944429749,0.8565400843881856,0.212,9.2
Kevin Love,UTA,4.996,0.3,410.0,195.0,215.0,-0.7266231280593328,0.4293248945147679,0.088,1.1
Jalen Wilson,BKN,4.995,-0.8,411.0,461.0,-50.0,0.24105532066604018,-0.10864978902953593,0.012,0.2
Gui Santos,GSW,4.961,0.5,412.0,169.0,243.0,-0.9253656923204443,0.5,0.094,2.7
Justin Edwards,PHI,4.956,0.2,413.0,219.0,194.0,-0.6645170921606507,0.3818565400843882,0.086,1.7
Alex Sarr,WAS,4.955,0.9,414.0,122.0,292.0,-1.2813729815584949,0.6044303797468354,0.059,1.6
Toumani Camara,POR,4.934,0.7,415.0,141.0,274.0,-1.118923526671034,0.5632911392405062,0.084,4.8
Tim Hardaway Jr.,DEN,4.931,0.7,416.0,141.0,275.0,-1.1208678003874797,0.5654008438818565,0.1,4.4
Michael Porter Jr.,BKN,4.917,2.1,417.0,43.0,374.0,-2.3623566740489506,0.7827004219409283,0.083,2.9
Rob Dillingham,CHI,4.914,-0.8,418.0,461.0,-43.0,0.18855993032200957,-0.09388185654008441,-0.044,-0.6
Brooks Barnhizer,OKC,4.873,-0.1,419.0,327.0,92.0,-0.454219608628442,0.14029535864978904,0.082,0.6
Guerschon Yabusele,CHI,4.871,0.1,420.0,246.0,174.0,-0.6315751620086518,0.3301687763713079,0.074,1.0
Zach LaVine,SAC,4.843,0.2,421.0,219.0,202.0,-0.7377514021467675,0.3987341772151899,0.051,1.3
Kevon Looney,NOP,4.791,0.0,422.0,282.0,140.0,-0.5953927756625772,0.24894514767932485,0.109,0.7
Garrison Mathews,IND,4.787,0.0,423.0,282.0,141.0,-0.5979851406178383,0.25105485232067504,0.097,0.4
Brice Sensabaugh,UTA,4.773,-0.3,424.0,409.0,15.0,-0.34296936160738145,0.011603375527426074,0.029,1.1
Kevin McCullar Jr.,NYK,4.772,0.0,425.0,282.0,143.0,-0.607706509200066,0.2552742616033755,0.059,0.2
Nicolas Batum,LAC,4.757,0.3,426.0,195.0,231.0,-0.8815169341361636,0.4630801687763713,0.066,1.8
Julian Strawther,DEN,4.743,-0.1,427.0,327.0,100.0,-0.5384714696744166,0.15717299578059074,0.071,1.3
Christian Braun,DEN,4.718,0.3,428.0,195.0,233.0,-0.9067924924499559,0.4672995780590717,0.103,3.0
Nick Smith Jr.,LAL,4.706,-0.3,429.0,409.0,20.0,-0.38639147460799883,0.022151898734177222,0.013,0.1
Johnny Juzang,MIN,4.67,0.0,430.0,282.0,148.0,-0.6738118155592154,0.26582278481012656,0.038,0.1
Andrew Nembhard,IND,4.625,0.6,431.0,156.0,275.0,-1.231154034013638,0.5675105485232068,0.077,2.8
Larry Nance Jr.,CLE,4.595,-0.2,432.0,379.0,53.0,-0.5463592875677753,0.08122362869198307,0.06,0.6
Kyshawn George,WAS,4.58,0.3,433.0,195.0,238.0,-0.9962290834064519,0.4778481012658227,0.022,0.6
Kentavious Caldwell-Pope,MEM,4.557,-0.1,434.0,327.0,107.0,-0.6590164400940417,0.17194092827004226,0.032,0.7
Andre Drummond,PHI,4.517,0.4,435.0,182.0,253.0,-1.1250885169030986,0.5210970464135021,0.133,3.4
Nigel Hayes-Davis,PHX,4.502,-0.3,436.0,409.0,27.0,-0.518602087326298,0.03691983122362863,-0.023,-0.1
Gary Harris,MIL,4.489,-0.1,437.0,327.0,110.0,-0.7030866443334751,0.17827004219409281,0.054,0.7
Dalton Knecht,LAL,4.478,-0.2,438.0,379.0,59.0,-0.6221859625091525,0.09388185654008441,0.038,0.4
Malevy Leons,GSW,4.469,-0.1,439.0,327.0,112.0,-0.7160484691097786,0.1824894514767933,0.087,0.5
Yang Hansen,POR,4.399,-0.6,440.0,453.0,-13.0,-0.321266428570393,-0.03164556962025322,-0.075,-0.5
Jordan Hawkins,NOP,4.377,-0.7,441.0,458.0,-17.0,-0.24749475037303736,-0.03797468354430389,-0.029,-0.4
Bub Carrington,WAS,4.325,-1.6,442.0,474.0,-32.0,0.5110716742701815,-0.0675105485232067,-0.009,-0.4
Adou Thiero,LAL,4.317,-0.1,443.0,327.0,116.0,-0.8145583374096874,0.19092827004219415,0.071,0.2
Dorian Finney-Smith,HOU,4.299,-0.4,444.0,429.0,15.0,-0.5621349233544912,0.016877637130801704,0.042,0.5
Jeremiah Robinson-Earl,DAL,4.297,0.0,445.0,282.0,163.0,-0.9155498476372814,0.29746835443037967,0.097,0.1
Leaky Black,WAS,4.203,-0.4,446.0,429.0,17.0,-0.6243516822807493,0.021097046413502185,0.004,0.0
Pat Spencer,GSW,4.197,-0.1,447.0,327.0,120.0,-0.8923292860675103,0.199367088607595,0.056,1.4
Jamal Murray,DEN,4.151,4.1,448.0,9.0,439.0,-4.619388272007182,0.9261603375527426,0.173,9.5
Jahmai Mashack,MEM,4.144,-0.8,449.0,461.0,-12.0,-0.31047032356568627,-0.02848101265822789,-0.036,-0.5
Jahmir Young,MIA,4.118,-0.1,450.0,327.0,123.0,-0.9435284939339101,0.20569620253164556,0.016,0.0
Bronny James,LAL,4.116,-0.2,451.0,379.0,72.0,-0.8567949909602511,0.12130801687763715,0.018,0.1
Nick Richards,CHI,4.099,-0.4,452.0,429.0,23.0,-0.6917531711175293,0.03375527426160341,0.04,0.4
Keyonte George,UTA,4.018,1.3,453.0,90.0,363.0,-2.2407532141334876,0.7584388185654009,0.088,3.3
Mason Plumlee,SAS,3.998,0.0,454.0,282.0,172.0,-1.1093291280430229,0.31645569620253156,0.156,0.2
Maxi Kleber,LAL,3.981,-0.2,455.0,379.0,76.0,-0.9442873082003017,0.129746835443038,0.063,0.6
Koby Brea,PHX,3.878,0.0,456.0,282.0,174.0,-1.1871000767008457,0.32067510548523204,0.117,0.2
Noah Clowney,BKN,3.55,-0.6,457.0,453.0,4.0,-0.8714958903244892,0.00421940928270037,0.029,1.1
