player_name,player_id,team,position,PTS,REB,AST,STL,BLK,TO,FG_PCT,FT_PCT,THREE_PM,USG_PCT,ast_pg,blk_pg,stl_pg,threepm_pg,context_neutral_source,league_avg_PTS,team_avg_PTS,context_delta_PTS,context_neutral_PTS,context_neutral_delta_PTS,context_neutral_ratio_PTS,league_avg_REB,team_avg_REB,context_delta_REB,context_neutral_REB,context_neutral_delta_REB,context_neutral_ratio_REB,league_avg_AST,team_avg_AST,context_delta_AST,context_neutral_AST,context_neutral_delta_AST,context_neutral_ratio_AST,league_avg_STL,team_avg_STL,context_delta_STL,context_neutral_STL,context_neutral_delta_STL,context_neutral_ratio_STL,league_avg_BLK,team_avg_BLK,context_delta_BLK,context_neutral_BLK,context_neutral_delta_BLK,context_neutral_ratio_BLK,league_avg_TO,team_avg_TO,context_delta_TO,context_neutral_TO,context_neutral_delta_TO,context_neutral_ratio_TO,league_avg_FG_PCT,team_avg_FG_PCT,context_delta_FG_PCT,context_neutral_FG_PCT,context_neutral_delta_FG_PCT,context_neutral_ratio_FG_PCT,league_avg_FT_PCT,team_avg_FT_PCT,context_delta_FT_PCT,context_neutral_FT_PCT,context_neutral_delta_FT_PCT,context_neutral_ratio_FT_PCT,league_avg_THREE_PM,team_avg_THREE_PM,context_delta_THREE_PM,context_neutral_THREE_PM,context_neutral_delta_THREE_PM,context_neutral_ratio_THREE_PM,league_avg_USG_PCT,team_avg_USG_PCT,context_delta_USG_PCT,context_neutral_USG_PCT,context_neutral_delta_USG_PCT,context_neutral_ratio_USG_PCT
Nikola Jokić,203999,DEN,C,22.974,11.368,7.157,1.212,1.032,2.854,0.5574,0.7865,1.164,0.4549,7.157,1.032,1.212,1.164,raw_delquant_flat_file,14.2003,9.484444444444444,4.715855555555557,25.3319,2.3579,1.7839,5.0968,3.5435,1.5533000000000001,12.1446,0.7766,2.3828,3.2608,2.3794444444444443,0.8813555555555559,7.5977,0.4407,2.33,0.9439,0.6557777777777778,0.28812222222222217,1.3561,0.1441,1.4367,0.5491,0.35344444444444445,0.19565555555555558,1.1298,0.0978,2.0575,1.6469,1.0929444444444443,0.5539555555555558,3.131,0.277,1.9011,0.4691,0.4566777777777778,0.012422222222222223,0.5636,0.0062,1.2014,0.7828,0.7742055555555556,0.00859444444444446,0.7908,0.0043,1.0102,1.6758,1.0026111111111111,0.6731888888888888,1.5006,0.3366,0.8955,0.4773,0.41878333333333334,0.05851666666666666,0.4842,0.0293,1.0145
Luka Dončić,1629029,LAL,SG,25.898,7.622,6.185,1.411,0.568,3.106,0.4705,0.7812,2.803,0.4982,6.185,0.568,1.411,2.803,raw_delquant_flat_file,14.2003,9.564941176470587,4.635358823529414,28.2157,2.3177,1.987,5.0968,3.6745882352941175,1.4222117647058825,8.3331,0.7111,1.635,3.2608,2.2321764705882354,1.0286235294117647,6.6993,0.5143,2.0545,0.9439,0.6849411764705883,0.2589588235294117,1.5405,0.1295,1.6321,0.5491,0.36511764705882355,0.18398235294117649,0.66,0.092,1.202,1.6469,1.2188823529411765,0.4280176470588235,3.32,0.214,2.0159,0.4691,0.46496470588235295,0.00413529411764707,0.4726,0.0021,1.0075,0.7828,0.744035294117647,0.038764705882353034,0.8006,0.0194,1.0227,1.6758,0.9627058823529412,0.7130941176470588,3.1595,0.3565,1.8854,0.4773,0.43051764705882356,0.04678235294117644,0.5216,0.0234,1.0928
Giannis Antetokounmpo,203507,MIL,SF,23.818,9.076,4.814,1.021,0.795,2.667,0.5673,0.6697,0.716,0.4561,4.814,0.795,1.021,0.716,raw_delquant_flat_file,14.2003,9.940999999999999,4.259300000000001,25.9477,2.1297,1.8273,5.0968,3.714555555555555,1.3822444444444448,9.7671,0.6911,1.9163,3.2608,2.2494444444444444,1.0113555555555558,5.3197,0.5057,1.6314,0.9439,0.7022222222222223,0.24167777777777766,1.1418,0.1208,1.2097,0.5491,0.381,0.16810000000000003,0.8791,0.0841,1.601,1.6469,1.2697222222222222,0.37717777777777783,2.8556,0.1886,1.7339,0.4691,0.4623055555555556,0.006794444444444436,0.5707,0.0034,1.2166,0.7828,0.7495888888888889,0.03321111111111119,0.6863,0.0166,0.8767,1.6758,1.103,0.5728,1.0024,0.2864,0.5982,0.4773,0.41657777777777777,0.06072222222222223,0.4865,0.0304,1.0193
Victor Wembanyama,1641705,SAS,PF,21.136,9.297,3.175,1.084,2.316,2.577,0.4828,0.8029,1.804,0.5145,3.175,2.316,1.084,1.804,raw_delquant_flat_file,14.2003,8.8863125,5.3139875,23.793,2.657,1.6755,5.0968,3.6095625,1.4872375,10.0406,0.7436,1.97,3.2608,2.0776875,1.1831125,3.7666,0.5916,1.1551,0.9439,0.64025,0.30365,1.2358,0.1518,1.3092,0.5491,0.438375,0.11072500000000002,2.3714,0.0554,4.3187,1.6469,1.095,0.5519000000000001,2.853,0.276,1.7323,0.4691,0.4674875,0.0016125000000000167,0.4836,0.0008,1.0309,0.7828,0.7385375,0.04426250000000009,0.825,0.0221,1.0539,1.6758,0.9138124999999999,0.7619875,2.185,0.381,1.3039,0.4773,0.421575,0.055725000000000025,0.5424,0.0279,1.1364
Shai Gilgeous-Alexander,1628983,OKC,PG,25.972,4.447,5.816,1.455,0.658,2.23,0.5124,0.8719,1.761,0.5085,5.816,0.658,1.455,1.761,raw_delquant_flat_file,14.2003,10.152375,4.047925000000001,27.996,2.024,1.9715,5.0968,3.7781875,1.3186125,5.1063,0.6593,1.0019,3.2608,2.4305,0.8303000000000003,6.2311,0.4151,1.9109,0.9439,0.8349375,0.10896249999999996,1.5095,0.0545,1.5992,0.5491,0.4696875,0.07941250000000005,0.6977,0.0397,1.2706,1.6469,1.19125,0.4556500000000001,2.4578,0.2278,1.4924,0.4691,0.4647125,0.004387500000000044,0.5146,0.0022,1.097,0.7828,0.774775,0.00802500000000006,0.8759,0.004,1.1189,1.6758,1.0983749999999999,0.5774250000000001,2.0497,0.2887,1.2231,0.4773,0.421575,0.055725000000000025,0.5364,0.0279,1.1238
LeBron James,2544,LAL,SF,21.687,7.179,6.831,1.167,0.55,3.105,0.5149,0.7634,1.547,0.5755,6.831,0.55,1.167,1.547,raw_delquant_flat_file,14.2003,9.564941176470587,4.635358823529414,24.0047,2.3177,1.6904,5.0968,3.6745882352941175,1.4222117647058825,7.8901,0.7111,1.548,3.2608,2.2321764705882354,1.0286235294117647,7.3453,0.5143,2.2526,0.9439,0.6849411764705883,0.2589588235294117,1.2965,0.1295,1.3736,0.5491,0.36511764705882355,0.18398235294117649,0.642,0.092,1.1692,1.6469,1.2188823529411765,0.4280176470588235,3.319,0.214,2.0153,0.4691,0.46496470588235295,0.00413529411764707,0.517,0.0021,1.1021,0.7828,0.744035294117647,0.038764705882353034,0.7828,0.0194,1.0,1.6758,0.9627058823529412,0.7130941176470588,1.9035,0.3565,1.1359,0.4773,0.43051764705882356,0.04678235294117644,0.5989,0.0234,1.2548
Joel Embiid,203954,PHI,PF,22.12,8.955,3.594,0.711,1.311,2.592,0.4964,0.8232,0.948,0.472,3.594,1.311,0.711,0.948,raw_delquant_flat_file,14.2003,9.916666666666666,4.283633333333334,24.2618,2.1418,1.7085,5.0968,3.947611111111111,1.1491888888888888,9.5296,0.5746,1.8697,3.2608,2.145888888888889,1.1149111111111112,4.1515,0.5575,1.2732,0.9439,0.7621666666666667,0.1817333333333333,0.8019,0.0909,0.8496,0.5491,0.4476111111111111,0.1014888888888889,1.3617,0.0507,2.4799,1.6469,1.2115,0.4354,2.8097,0.2177,1.7061,0.4691,0.4532722222222222,0.01582777777777783,0.5043,0.0079,1.075,0.7828,0.7502888888888889,0.03251111111111116,0.8395,0.0163,1.0724,1.6758,0.9857777777777778,0.6900222222222222,1.293,0.345,0.7716,0.4773,0.41952222222222224,0.05777777777777776,0.5009,0.0289,1.0494
Anthony Davis,203076,DAL,PF,19.994,9.373,3.134,1.098,1.403,2.015,0.5041,0.7754,0.819,0.4612,3.134,1.403,1.098,0.819,raw_delquant_flat_file,14.2003,9.4712,4.729100000000001,22.3586,2.3646,1.5745,5.0968,3.9284,1.1684,9.9572,0.5842,1.9536,3.2608,2.088,1.1728,3.7204,0.5864,1.1409,0.9439,0.6827500000000001,0.2611499999999999,1.2286,0.1306,1.3016,0.5491,0.4574,0.09170000000000006,1.4488,0.0458,2.6385,1.6469,1.1912,0.4557,2.2429,0.2279,1.3619,0.4691,0.463675,0.005425000000000013,0.5068,0.0027,1.0804,0.7828,0.755695,0.027105000000000046,0.789,0.0136,1.0079,1.6758,0.893,0.7827999999999999,1.2104,0.3914,0.7223,0.4773,0.41499499999999995,0.062305000000000055,0.4924,0.0312,1.0316
Alperen Sengun,1630578,HOU,C,18.564,9.435,4.288,1.026,1.157,2.575,0.521,0.6951,0.454,0.4987,4.288,1.157,1.026,0.454,raw_delquant_flat_file,14.2003,8.824733333333334,5.375566666666666,21.2518,2.6878,1.4966,5.0968,4.1628,0.9340000000000002,9.902,0.467,1.9428,3.2608,1.8478666666666668,1.4129333333333334,4.9945,0.7065,1.5317,0.9439,0.6666000000000001,0.2772999999999999,1.1646,0.1386,1.2338,0.5491,0.48633333333333334,0.06276666666666669,1.1884,0.0314,2.1643,1.6469,1.1314666666666668,0.5154333333333332,2.8327,0.2577,1.72,0.4691,0.45740666666666663,0.011693333333333389,0.5268,0.0058,1.123,0.7828,0.7326733333333333,0.050126666666666764,0.7202,0.0251,0.92,1.6758,0.7818666666666666,0.8939333333333334,0.901,0.447,0.5377,0.4773,0.4135466666666667,0.06375333333333333,0.5306,0.0319,1.1117
Jayson Tatum,1628369,BOS,SG,21.285,8.237,4.402,1.145,0.471,2.341,0.4481,0.8077,2.371,0.4964,4.402,0.471,1.145,2.371,raw_delquant_flat_file,14.2003,10.554846153846153,3.6454538461538473,23.1077,1.8227,1.6273,5.0968,4.29,0.8068,8.6404,0.4034,1.6953,3.2608,2.3656923076923078,0.8951076923076924,4.8496,0.4476,1.4872,0.9439,0.6874615384615385,0.2564384615384615,1.2732,0.1282,1.3489,0.5491,0.4480769230769231,0.10102307692307694,0.5215,0.0505,0.9497,1.6469,1.1839230769230769,0.4629769230769232,2.5725,0.2315,1.562,0.4691,0.4659153846153846,0.003184615384615397,0.4497,0.0016,0.9586,0.7828,0.764453846153846,0.018346153846154012,0.8169,0.0092,1.0436,1.6758,1.2137692307692307,0.46203076923076924,2.602,0.231,1.5527,0.4773,0.4291384615384616,0.04816153846153842,0.5205,0.0241,1.0905
Cade Cunningham,1630595,DET,PG,21.269,4.917,7.299,1.209,0.561,3.174,0.457,0.8246,1.862,0.5231,7.299,0.561,1.209,1.862,raw_delquant_flat_file,14.2003,8.7513125,5.448987500000001,23.9935,2.7245,1.6896,5.0968,3.5715,1.5253,5.6796,0.7626,1.1143,3.2608,2.12,1.1408,7.8694,0.5704,2.4133,0.9439,0.7265625,0.21733749999999996,1.3177,0.1087,1.396,0.5491,0.4360625,0.11303750000000001,0.6175,0.0565,1.1246,1.6469,1.1275,0.5194000000000001,3.4337,0.2597,2.0849,0.4691,0.45863750000000003,0.010462499999999986,0.4622,0.0052,0.9853,0.7828,0.7500125,0.03278750000000008,0.841,0.0164,1.0743,1.6758,0.86675,0.8090499999999999,2.2665,0.4045,1.3525,0.4773,0.41046875,0.06683125000000001,0.5565,0.0334,1.1659
Karl-Anthony Towns,1626157,NYK,PF,19.593,10.775,2.926,0.829,0.967,2.381,0.5132,0.812,1.289,0.4675,2.926,0.967,0.829,1.289,raw_delquant_flat_file,14.2003,9.263352941176471,4.936947058823529,22.0615,2.4685,1.5536,5.0968,3.6023529411764708,1.4944470588235292,11.5222,0.7472,2.2607,3.2608,2.2386470588235294,1.0221529411764707,3.4371,0.5111,1.0541,0.9439,0.686235294117647,0.2576647058823529,0.9578,0.1288,1.0147,0.5491,0.3651764705882353,0.1839235294117647,1.059,0.092,1.9286,1.6469,1.1476470588235292,0.4992529411764708,2.6306,0.2496,1.5973,0.4691,0.46367058823529417,0.005429411764705849,0.5159,0.0027,1.0998,0.7828,0.7486411764705883,0.0341588235294118,0.8291,0.0171,1.0591,1.6758,1.0059411764705881,0.6698588235294118,1.6239,0.3349,0.969,0.4773,0.4239882352941176,0.05331176470588239,0.4942,0.0267,1.0354
Tyrese Maxey,1630178,PHI,PG,22.907,3.952,5.63,1.461,0.493,2.231,0.451,0.8623,2.511,0.5178,5.63,0.493,1.461,2.511,raw_delquant_flat_file,14.2003,9.916666666666666,4.283633333333334,25.0488,2.1418,1.764,5.0968,3.947611111111111,1.1491888888888888,4.5266,0.5746,0.8881,3.2608,2.145888888888889,1.1149111111111112,6.1875,0.5575,1.8975,0.9439,0.7621666666666667,0.1817333333333333,1.5519,0.0909,1.6441,0.5491,0.4476111111111111,0.1014888888888889,0.5437,0.0507,0.9902,1.6469,1.2115,0.4354,2.4487,0.2177,1.4869,0.4691,0.4532722222222222,0.01582777777777783,0.4589,0.0079,0.9783,0.7828,0.7502888888888889,0.03251111111111116,0.8786,0.0163,1.1224,1.6758,0.9857777777777778,0.6900222222222222,2.856,0.345,1.7043,0.4773,0.41952222222222224,0.05777777777777776,0.5467,0.0289,1.1454
Jalen Johnson,1630552,ATL,SF,18.866,8.505,4.786,1.23,0.731,2.561,0.485,0.7699,1.358,0.5067,4.786,0.731,1.23,1.358,raw_delquant_flat_file,14.2003,9.143944444444445,5.056355555555555,21.3942,2.5282,1.5066,5.0968,3.657666666666666,1.4391333333333338,9.2246,0.7196,1.8099,3.2608,2.035888888888889,1.224911111111111,5.3985,0.6125,1.6556,0.9439,0.709111111111111,0.23478888888888894,1.3474,0.1174,1.4275,0.5491,0.4205,0.12860000000000005,0.7953,0.0643,1.4484,1.6469,1.1113888888888888,0.5355111111111113,2.8288,0.2678,1.7177,0.4691,0.4601722222222222,0.008927777777777812,0.4895,0.0045,1.0435,0.7828,0.7444944444444445,0.03830555555555559,0.7891,0.0192,1.008,1.6758,1.0002222222222223,0.6755777777777776,1.6958,0.3378,1.0119,0.4773,0.4212388888888889,0.05606111111111112,0.5347,0.028,1.1203
Bam Adebayo,1628389,MIA,PF,18.563,9.881,3.363,1.044,0.928,1.977,0.4879,0.757,0.951,0.5003,3.363,0.928,1.044,0.951,raw_delquant_flat_file,14.2003,10.5542,3.6461000000000006,20.386,1.823,1.4356,5.0968,3.9381333333333335,1.1586666666666665,10.4603,0.5793,2.0523,3.2608,2.4346,0.8262,3.7761,0.4131,1.158,0.9439,0.7641333333333333,0.17976666666666663,1.1339,0.0899,1.2013,0.5491,0.3908666666666667,0.15823333333333334,1.0071,0.0791,1.8341,1.6469,1.2644666666666666,0.3824333333333334,2.1682,0.1912,1.3165,0.4691,0.4581266666666667,0.010973333333333335,0.4934,0.0055,1.0518,0.7828,0.7705466666666667,0.012253333333333338,0.7631,0.0061,0.9748,1.6758,1.1222666666666667,0.5535333333333332,1.2278,0.2768,0.7327,0.4773,0.4400866666666667,0.03721333333333332,0.5189,0.0186,1.0872
Kevin Durant,201142,HOU,SF,22.796,6.06,4.205,0.895,0.886,2.741,0.5012,0.8419,1.951,0.5263,4.205,0.886,0.895,1.951,raw_delquant_flat_file,14.2003,8.824733333333334,5.375566666666666,25.4838,2.6878,1.7946,5.0968,4.1628,0.9340000000000002,6.527,0.467,1.2806,3.2608,1.8478666666666668,1.4129333333333334,4.9115,0.7065,1.5062,0.9439,0.6666000000000001,0.2772999999999999,1.0336,0.1386,1.095,0.5491,0.48633333333333334,0.06276666666666669,0.9174,0.0314,1.6707,1.6469,1.1314666666666668,0.5154333333333332,2.9987,0.2577,1.8208,0.4691,0.45740666666666663,0.011693333333333389,0.507,0.0058,1.0808,0.7828,0.7326733333333333,0.050126666666666764,0.867,0.0251,1.1076,1.6758,0.7818666666666666,0.8939333333333334,2.398,0.447,1.431,0.4773,0.4135466666666667,0.06375333333333333,0.5582,0.0319,1.1695
Scottie Barnes,1630567,TOR,SG,18.133,7.298,4.697,1.275,1.097,2.444,0.4759,0.7797,1.151,0.5067,4.697,1.097,1.275,1.151,raw_delquant_flat_file,14.2003,9.236749999999999,4.9635500000000015,20.6148,2.4818,1.4517,5.0968,3.6478125,1.4489874999999999,8.0225,0.7245,1.574,3.2608,2.18275,1.0780500000000002,5.236,0.539,1.6057,0.9439,0.678875,0.26502499999999996,1.4075,0.1325,1.4912,0.5491,0.401625,0.14747500000000002,1.1707,0.0737,2.132,1.6469,1.1529375,0.4939625000000001,2.691,0.247,1.634,0.4691,0.4618875,0.007212500000000011,0.4795,0.0036,1.0222,0.7828,0.7451625,0.0376375000000001,0.7985,0.0188,1.0201,1.6758,0.855875,0.8199249999999999,1.561,0.41,0.9315,0.4773,0.43621875,0.041081250000000014,0.5272,0.0205,1.1045
Anthony Edwards,1630162,MIN,PG,23.45,4.814,4.391,1.257,0.554,2.671,0.4637,0.8142,2.686,0.5231,4.391,0.554,1.257,2.686,raw_delquant_flat_file,14.2003,9.3915,4.8088,25.8544,2.4044,1.8207,5.0968,3.598375,1.4984250000000001,5.5632,0.7492,1.0915,3.2608,2.197875,1.0629250000000003,4.9225,0.5315,1.5096,0.9439,0.7104375,0.2334624999999999,1.3737,0.1167,1.4553,0.5491,0.429875,0.11922500000000003,0.6136,0.0596,1.1175,1.6469,1.16025,0.48665,2.9143,0.2433,1.7696,0.4691,0.4592625,0.009837499999999999,0.4686,0.0049,0.9989,0.7828,0.7549875,0.027812500000000018,0.8281,0.0139,1.0579,1.6758,1.0204374999999999,0.6553625000000001,3.0137,0.3277,1.7984,0.4773,0.42216875,0.05513125000000002,0.5507,0.0276,1.1538
Donovan Mitchell,1628378,CLE,PG,22.619,4.379,5.282,1.398,0.319,2.403,0.4626,0.8449,2.666,0.4848,5.282,0.319,1.398,2.666,raw_delquant_flat_file,14.2003,9.614411764705881,4.585888235294119,24.9119,2.2929,1.7543,5.0968,3.805411764705883,1.291388235294117,5.0247,0.6457,0.9859,3.2608,2.4610588235294117,0.7997411764705884,5.6819,0.3999,1.7425,0.9439,0.7529411764705882,0.19095882352941174,1.4935,0.0955,1.5823,0.5491,0.4275294117647059,0.12157058823529415,0.3798,0.0608,0.6917,1.6469,1.1886470588235294,0.45825294117647064,2.6321,0.2291,1.5982,0.4691,0.4603,0.00880000000000003,0.467,0.0044,0.9955,0.7828,0.773,0.009800000000000031,0.8498,0.0049,1.0856,1.6758,1.1414705882352942,0.5343294117647057,2.9332,0.2672,1.7503,0.4773,0.4022529411764706,0.07504705882352941,0.5223,0.0375,1.0943
Kawhi Leonard,202695,LAC,SF,21.394,6.397,3.369,1.469,0.543,1.956,0.4963,0.8454,1.853,0.4447,3.369,0.543,1.469,1.853,raw_delquant_flat_file,14.2003,9.250625,4.949675000000001,23.8688,2.4748,1.6809,5.0968,3.37875,1.7180499999999999,7.256,0.859,1.4236,3.2608,2.192375,1.068425,3.9032,0.5342,1.197,0.9439,0.7555000000000001,0.1883999999999999,1.5632,0.0942,1.6561,0.5491,0.41118750000000004,0.1379125,0.612,0.069,1.1146,1.6469,1.1773125,0.46958750000000005,2.1908,0.2348,1.3303,0.4691,0.45813125,0.010968750000000027,0.5018,0.0055,1.0697,0.7828,0.77625,0.006550000000000056,0.8487,0.0033,1.0842,1.6758,1.0209375,0.6548624999999999,2.1804,0.3274,1.3011,0.4773,0.4134875,0.0638125,0.4766,0.0319,0.9985
Paolo Banchero,1631094,ORL,SF,20.818,7.382,4.214,0.902,0.678,2.652,0.4615,0.7556,1.334,0.5088,4.214,0.678,0.902,1.334,raw_delquant_flat_file,14.2003,9.959933333333334,4.240366666666667,22.9382,2.1202,1.6153,5.0968,3.8836,1.2132,7.9886,0.6066,1.5674,3.2608,2.1512666666666664,1.1095333333333337,4.7688,0.5548,1.4625,0.9439,0.7268000000000001,0.21709999999999985,1.0105,0.1085,1.0706,0.5491,0.4478,0.10130000000000006,0.7286,0.0506,1.3269,1.6469,1.2436666666666667,0.40323333333333333,2.8536,0.2016,1.7327,0.4691,0.45659333333333335,0.012506666666666666,0.4678,0.0063,0.9972,0.7828,0.7623666666666666,0.020433333333333414,0.7658,0.0102,0.9783,1.6758,0.9354666666666667,0.7403333333333333,1.7042,0.3702,1.0169,0.4773,0.43374666666666667,0.04355333333333333,0.5306,0.0218,1.1117
Evan Mobley,1630596,CLE,C,17.04,9.289,2.926,0.805,1.608,1.998,0.5497,0.6754,0.685,0.4758,2.926,1.608,0.805,0.685,raw_delquant_flat_file,14.2003,9.614411764705881,4.585888235294119,19.3329,2.2929,1.3614,5.0968,3.805411764705883,1.291388235294117,9.9347,0.6457,1.9492,3.2608,2.4610588235294117,0.7997411764705884,3.3259,0.3999,1.02,0.9439,0.7529411764705882,0.19095882352941174,0.9005,0.0955,0.954,0.5491,0.4275294117647059,0.12157058823529415,1.6688,0.0608,3.0392,1.6469,1.1886470588235294,0.45825294117647064,2.2271,0.2291,1.3523,0.4691,0.4603,0.00880000000000003,0.5541,0.0044,1.1812,0.7828,0.773,0.009800000000000031,0.6803,0.0049,0.8691,1.6758,1.1414705882352942,0.5343294117647057,0.9522,0.2672,0.5682,0.4773,0.4022529411764706,0.07504705882352941,0.5133,0.0375,1.0754
James Harden,201935,CLE,PG,19.137,4.608,7.329,1.173,0.446,2.995,0.4335,0.8748,2.536,0.4201,7.329,0.446,1.173,2.536,raw_delquant_flat_file,14.2003,9.614411764705881,4.585888235294119,21.4299,2.2929,1.5091,5.0968,3.805411764705883,1.291388235294117,5.2537,0.6457,1.0308,3.2608,2.4610588235294117,0.7997411764705884,7.7289,0.3999,2.3702,0.9439,0.7529411764705882,0.19095882352941174,1.2685,0.0955,1.3439,0.5491,0.4275294117647059,0.12157058823529415,0.5068,0.0608,0.923,1.6469,1.1886470588235294,0.45825294117647064,3.2241,0.2291,1.9577,0.4691,0.4603,0.00880000000000003,0.4379,0.0044,0.9335,0.7828,0.773,0.009800000000000031,0.8797,0.0049,1.1238,1.6758,1.1414705882352942,0.5343294117647057,2.8032,0.2672,1.6728,0.4773,0.4022529411764706,0.07504705882352941,0.4576,0.0375,0.9587
Jaylen Brown,1627759,BOS,SG,22.126,5.41,4.727,1.143,0.357,2.689,0.4696,0.7873,1.88,0.4848,4.727,0.357,1.143,1.88,raw_delquant_flat_file,14.2003,10.554846153846153,3.6454538461538473,23.9487,1.8227,1.6865,5.0968,4.29,0.8068,5.8134,0.4034,1.1406,3.2608,2.3656923076923078,0.8951076923076924,5.1746,0.4476,1.5869,0.9439,0.6874615384615385,0.2564384615384615,1.2712,0.1282,1.3468,0.5491,0.4480769230769231,0.10102307692307694,0.4075,0.0505,0.7421,1.6469,1.1839230769230769,0.4629769230769232,2.9205,0.2315,1.7733,0.4691,0.4659153846153846,0.003184615384615397,0.4712,0.0016,1.0045,0.7828,0.764453846153846,0.018346153846154012,0.7965,0.0092,1.0175,1.6758,1.2137692307692307,0.46203076923076924,2.111,0.231,1.2597,0.4773,0.4291384615384616,0.04816153846153842,0.5089,0.0241,1.0662
Jalen Brunson,1628973,NYK,PG,22.739,3.533,6.141,0.99,0.196,2.295,0.4683,0.832,2.256,0.4848,6.141,0.196,0.99,2.256,raw_delquant_flat_file,14.2003,9.263352941176471,4.936947058823529,25.2075,2.4685,1.7751,5.0968,3.6023529411764708,1.4944470588235292,4.2802,0.7472,0.8398,3.2608,2.2386470588235294,1.0221529411764707,6.6521,0.5111,2.04,0.9439,0.686235294117647,0.2576647058823529,1.1188,0.1288,1.1853,0.5491,0.3651764705882353,0.1839235294117647,0.288,0.092,0.5245,1.6469,1.1476470588235292,0.4992529411764708,2.5446,0.2496,1.5451,0.4691,0.46367058823529417,0.005429411764705849,0.471,0.0027,1.0041,0.7828,0.7486411764705883,0.0341588235294118,0.8491,0.0171,1.0847,1.6758,1.0059411764705881,0.6698588235294118,2.5909,0.3349,1.5461,0.4773,0.4239882352941176,0.05331176470588239,0.5115,0.0267,1.0717
Domantas Sabonis,1627734,SAC,PF,16.93,10.187,4.407,0.932,0.446,2.458,0.5279,0.746,0.799,0.4755,4.407,0.446,0.932,0.799,raw_delquant_flat_file,14.2003,11.1313125,3.0689875000000004,18.4645,1.5345,1.3003,5.0968,4.452625,0.6441749999999997,10.5091,0.3221,2.0619,3.2608,2.650875,0.609925,4.712,0.305,1.445,0.9439,0.7828125,0.16108749999999994,1.0125,0.0805,1.0727,0.5491,0.4605,0.08860000000000001,0.4903,0.0443,0.8929,1.6469,1.4098125,0.23708750000000012,2.5765,0.1185,1.5645,0.4691,0.4689375,0.00016250000000000986,0.528,0.0001,1.1256,0.7828,0.76156875,0.021231250000000035,0.7566,0.0106,0.9665,1.6758,1.0809374999999999,0.5948625000000001,1.0964,0.2974,0.6543,0.4773,0.41033125,0.06696875000000002,0.509,0.0335,1.0664
Devin Booker,1626164,PHX,PG,22.456,4.031,5.878,0.992,0.296,2.631,0.4605,0.8672,1.989,0.4848,5.878,0.296,0.992,1.989,raw_delquant_flat_file,14.2003,8.88535294117647,5.314947058823531,25.1135,2.6575,1.7685,5.0968,3.3191764705882356,1.7776235294117644,4.9198,0.8888,0.9653,3.2608,1.9868235294117649,1.2739764705882353,6.515,0.637,1.998,0.9439,0.6880588235294117,0.25584117647058824,1.1199,0.1279,1.1865,0.5491,0.34911764705882353,0.1999823529411765,0.396,0.1,0.7212,1.6469,1.0747058823529412,0.5721941176470589,2.9171,0.2861,1.7713,0.4691,0.4498411764705882,0.019258823529411828,0.4701,0.0096,1.0021,0.7828,0.7384588235294117,0.04434117647058833,0.8894,0.0222,1.1362,1.6758,1.0250588235294116,0.6507411764705884,2.3144,0.3254,1.3811,0.4773,0.41646470588235296,0.06083529411764704,0.5152,0.0304,1.0794
Jamal Murray,1627750,DEN,PG,20.754,4.108,5.967,1.112,0.41,2.147,0.4706,0.8613,2.411,0.4848,5.967,0.41,1.112,2.411,raw_delquant_flat_file,14.2003,9.484444444444444,4.715855555555557,23.1119,2.3579,1.6276,5.0968,3.5435,1.5533000000000001,4.8846,0.7766,0.9584,3.2608,2.3794444444444443,0.8813555555555559,6.4077,0.4407,1.9651,0.9439,0.6557777777777778,0.28812222222222217,1.2561,0.1441,1.3308,0.5491,0.35344444444444445,0.19565555555555558,0.5078,0.0978,0.9248,1.6469,1.0929444444444443,0.5539555555555558,2.424,0.277,1.4719,0.4691,0.4566777777777778,0.012422222222222223,0.4768,0.0062,1.0164,0.7828,0.7742055555555556,0.00859444444444446,0.8656,0.0043,1.1058,1.6758,1.0026111111111111,0.6731888888888888,2.7476,0.3366,1.6396,0.4773,0.41878333333333334,0.05851666666666666,0.5141,0.0293,1.0771
Zion Williamson,1629627,NOP,SF,20.293,6.455,3.681,1.077,0.72,2.3,0.5349,0.7203,0.594,0.5149,3.681,0.72,1.077,0.594,raw_delquant_flat_file,14.2003,10.4724,3.7279,22.1569,1.8639,1.5603,5.0968,4.337199999999999,0.7596000000000007,6.8348,0.3798,1.341,3.2608,2.329333333333333,0.9314666666666671,4.1467,0.4657,1.2717,0.9439,0.7901333333333334,0.1537666666666666,1.1539,0.0769,1.2225,0.5491,0.5034666666666666,0.045633333333333415,0.7428,0.0228,1.3528,1.6469,1.3388,0.30810000000000004,2.454,0.154,1.4901,0.4691,0.4649933333333333,0.004106666666666703,0.537,0.0021,1.1447,0.7828,0.7565666666666666,0.026233333333333442,0.7334,0.0131,0.9369,1.6758,0.9537333333333333,0.7220666666666666,0.955,0.361,0.5699,0.4773,0.4297066666666666,0.047593333333333376,0.5387,0.0238,1.1286
