player_name,player_id,team,position,PTS,REB,AST,STL,BLK,TO,FG_PCT,FT_PCT,THREE_PM,USG_PCT,ast_pg,blk_pg,stl_pg,threepm_pg,context_neutral_source,league_avg_PTS,team_avg_PTS,context_delta_PTS,context_neutral_PTS,context_neutral_delta_PTS,context_neutral_ratio_PTS,league_avg_REB,team_avg_REB,context_delta_REB,context_neutral_REB,context_neutral_delta_REB,context_neutral_ratio_REB,league_avg_AST,team_avg_AST,context_delta_AST,context_neutral_AST,context_neutral_delta_AST,context_neutral_ratio_AST,league_avg_STL,team_avg_STL,context_delta_STL,context_neutral_STL,context_neutral_delta_STL,context_neutral_ratio_STL,league_avg_BLK,team_avg_BLK,context_delta_BLK,context_neutral_BLK,context_neutral_delta_BLK,context_neutral_ratio_BLK,league_avg_TO,team_avg_TO,context_delta_TO,context_neutral_TO,context_neutral_delta_TO,context_neutral_ratio_TO,league_avg_FG_PCT,team_avg_FG_PCT,context_delta_FG_PCT,context_neutral_FG_PCT,context_neutral_delta_FG_PCT,context_neutral_ratio_FG_PCT,league_avg_FT_PCT,team_avg_FT_PCT,context_delta_FT_PCT,context_neutral_FT_PCT,context_neutral_delta_FT_PCT,context_neutral_ratio_FT_PCT,league_avg_THREE_PM,team_avg_THREE_PM,context_delta_THREE_PM,context_neutral_THREE_PM,context_neutral_delta_THREE_PM,context_neutral_ratio_THREE_PM,league_avg_USG_PCT,team_avg_USG_PCT,context_delta_USG_PCT,context_neutral_USG_PCT,context_neutral_delta_USG_PCT,context_neutral_ratio_USG_PCT
Andrew Nembhard,1629614,IND,SG,14.915,3.392,5.645,1.101,0.219,2.107,0.451,0.8179,1.51,0.5226,5.645,0.219,1.101,1.51,raw_delquant_flat_file,14.2003,9.299555555555555,4.900744444444445,17.3654,2.4504,1.2229,5.0968,3.769944444444444,1.326855555555556,4.0554,0.6634,0.7957,3.2608,2.2429444444444444,1.0178555555555557,6.1539,0.5089,1.8872,0.9439,0.6926111111111112,0.2512888888888888,1.2266,0.1256,1.2995,0.5491,0.4008333333333333,0.1482666666666667,0.2931,0.0741,0.5338,1.6469,1.1437777777777778,0.5031222222222222,2.3586,0.2516,1.4321,0.4691,0.4635222222222223,0.005577777777777737,0.4538,0.0028,0.9674,0.7828,0.7666499999999999,0.01615000000000011,0.826,0.0081,1.0552,1.6758,0.973388888888889,0.702411111111111,1.8612,0.3512,1.1106,0.4773,0.41789444444444446,0.059405555555555545,0.5523,0.0297,1.1571
Jaden McDaniels,1630183,MIN,SF,14.882,5.417,2.523,1.112,0.839,1.721,0.4846,0.7936,1.295,0.5149,2.523,0.839,1.112,1.295,raw_delquant_flat_file,14.2003,9.3915,4.8088,17.2864,2.4044,1.2173,5.0968,3.598375,1.4984250000000001,6.1662,0.7492,1.2098,3.2608,2.197875,1.0629250000000003,3.0545,0.5315,0.9367,0.9439,0.7104375,0.2334624999999999,1.2287,0.1167,1.3017,0.5491,0.429875,0.11922500000000003,0.8986,0.0596,1.6365,1.6469,1.16025,0.48665,1.9643,0.2433,1.1927,0.4691,0.4592625,0.009837499999999999,0.4895,0.0049,1.0435,0.7828,0.7549875,0.027812500000000018,0.8075,0.0139,1.0316,1.6758,1.0204374999999999,0.6553625000000001,1.6227,0.3277,0.9683,0.4773,0.42216875,0.05513125000000002,0.5425,0.0276,1.1366
Devin Vassell,1630170,SAS,SG,16.167,4.042,3.61,1.1,0.376,1.589,0.4476,0.8114,2.139,0.5178,3.61,0.376,1.1,2.139,raw_delquant_flat_file,14.2003,8.8863125,5.3139875,18.824,2.657,1.3256,5.0968,3.6095625,1.4872375,4.7856,0.7436,0.9389,3.2608,2.0776875,1.1831125,4.2016,0.5916,1.2885,0.9439,0.64025,0.30365,1.2518,0.1518,1.3262,0.5491,0.438375,0.11072500000000002,0.4314,0.0554,0.7856,1.6469,1.095,0.5519000000000001,1.865,0.276,1.1324,0.4691,0.4674875,0.0016125000000000167,0.4484,0.0008,0.9559,0.7828,0.7385375,0.04426250000000009,0.8335,0.0221,1.0648,1.6758,0.9138124999999999,0.7619875,2.52,0.381,1.5038,0.4773,0.421575,0.055725000000000025,0.5457,0.0279,1.1433
Kelly Oubre Jr.,1626162,PHI,SG,15.097,5.789,2.116,1.232,0.556,1.542,0.4636,0.7674,1.395,0.4742,2.116,0.556,1.232,1.395,raw_delquant_flat_file,14.2003,9.916666666666666,4.283633333333334,17.2388,2.1418,1.214,5.0968,3.947611111111111,1.1491888888888888,6.3636,0.5746,1.2485,3.2608,2.145888888888889,1.1149111111111112,2.6735,0.5575,0.8199,0.9439,0.7621666666666667,0.1817333333333333,1.3229,0.0909,1.4015,0.5491,0.4476111111111111,0.1014888888888889,0.6067,0.0507,1.1049,1.6469,1.2115,0.4354,1.7597,0.2177,1.0685,0.4691,0.4532722222222222,0.01582777777777783,0.4715,0.0079,1.0051,0.7828,0.7502888888888889,0.03251111111111116,0.7837,0.0163,1.0011,1.6758,0.9857777777777778,0.6900222222222222,1.74,0.345,1.0383,0.4773,0.41952222222222224,0.05777777777777776,0.5031,0.0289,1.0541
Bennedict Mathurin,1631097,LAC,SG,16.74,4.725,3.269,0.926,0.299,2.105,0.4449,0.8378,1.489,0.5335,3.269,0.299,0.926,1.489,raw_delquant_flat_file,14.2003,9.250625,4.949675000000001,19.2148,2.4748,1.3531,5.0968,3.37875,1.7180499999999999,5.584,0.859,1.0956,3.2608,2.192375,1.068425,3.8032,0.5342,1.1663,0.9439,0.7555000000000001,0.1883999999999999,1.0202,0.0942,1.0808,0.5491,0.41118750000000004,0.1379125,0.368,0.069,0.6702,1.6469,1.1773125,0.46958750000000005,2.3398,0.2348,1.4207,0.4691,0.45813125,0.010968750000000027,0.4504,0.0055,0.9601,0.7828,0.77625,0.006550000000000056,0.8411,0.0033,1.0745,1.6758,1.0209375,0.6548624999999999,1.8164,0.3274,1.0839,0.4773,0.4134875,0.0638125,0.5654,0.0319,1.1846
Dejounte Murray,1627749,NOP,PG,14.02,4.308,4.853,1.322,0.247,2.33,0.4445,0.8306,1.461,0.4089,4.853,0.247,1.322,1.461,raw_delquant_flat_file,14.2003,10.4724,3.7279,15.884,1.864,1.1186,5.0968,4.337199999999999,0.7596000000000007,4.6878,0.3798,0.9198,3.2608,2.329333333333333,0.9314666666666671,5.3187,0.4657,1.6311,0.9439,0.7901333333333334,0.1537666666666666,1.3989,0.0769,1.482,0.5491,0.5034666666666666,0.045633333333333415,0.2698,0.0228,0.4913,1.6469,1.3388,0.30810000000000004,2.484,0.154,1.5083,0.4691,0.4649933333333333,0.004106666666666703,0.4466,0.0021,0.952,0.7828,0.7565666666666666,0.026233333333333442,0.8437,0.0131,1.0778,1.6758,0.9537333333333333,0.7220666666666666,1.822,0.361,1.0872,0.4773,0.4297066666666666,0.047593333333333376,0.4327,0.0238,0.9066
Payton Pritchard,1630202,BOS,PG,15.667,3.876,4.505,0.901,0.194,1.523,0.4591,0.8418,2.333,0.5057,4.505,0.194,0.901,2.333,raw_delquant_flat_file,14.2003,10.554846153846153,3.6454538461538473,17.4897,1.8227,1.2316,5.0968,4.29,0.8068,4.2794,0.4034,0.8396,3.2608,2.3656923076923078,0.8951076923076924,4.9526,0.4476,1.5188,0.9439,0.6874615384615385,0.2564384615384615,1.0292,0.1282,1.0904,0.5491,0.4480769230769231,0.10102307692307694,0.2445,0.0505,0.4453,1.6469,1.1839230769230769,0.4629769230769232,1.7545,0.2315,1.0653,0.4691,0.4659153846153846,0.003184615384615397,0.4607,0.0016,0.9821,0.7828,0.764453846153846,0.018346153846154012,0.851,0.0092,1.0871,1.6758,1.2137692307692307,0.46203076923076924,2.564,0.231,1.53,0.4773,0.4291384615384616,0.04816153846153842,0.5298,0.0241,1.11
Matas Buzelis,1641824,CHI,SF,14.923,5.672,2.168,0.772,1.093,1.824,0.4633,0.7784,1.54,0.5198,2.168,1.093,0.772,1.54,raw_delquant_flat_file,14.2003,8.785941176470587,5.4143588235294136,17.6302,2.7072,1.2415,5.0968,3.5295882352941175,1.5672117647058825,6.4556,0.7836,1.2666,3.2608,2.0900588235294117,1.1707411764705884,2.7534,0.5854,0.8444,0.9439,0.6158823529411765,0.3280176470588234,0.936,0.164,0.9916,0.5491,0.38964705882352946,0.15945294117647058,1.1727,0.0797,2.1357,1.6469,1.1739411764705883,0.47295882352941176,2.0605,0.2365,1.2511,0.4691,0.4611058823529412,0.007994117647058818,0.4673,0.004,0.9962,0.7828,0.7538823529411764,0.028917647058823603,0.7929,0.0145,1.0129,1.6758,0.949,0.7268,1.9034,0.3634,1.1358,0.4773,0.4102058823529412,0.0670941176470588,0.5533,0.0335,1.1592
Brandin Podziemski,1641764,GSW,PG,14.211,4.821,4.108,1.107,0.252,1.749,0.4504,0.7927,1.687,0.5335,4.108,0.252,1.107,1.687,raw_delquant_flat_file,14.2003,9.445555555555556,4.754744444444444,16.5884,2.3774,1.1682,5.0968,3.606555555555556,1.490244444444444,5.5661,0.7451,1.0921,3.2608,2.3485555555555555,0.9122444444444446,4.5641,0.4561,1.3997,0.9439,0.7605555555555555,0.18334444444444442,1.1987,0.0917,1.2699,0.5491,0.41038888888888886,0.13871111111111117,0.3214,0.0694,0.5853,1.6469,1.1836111111111112,0.46328888888888886,1.9806,0.2316,1.2026,0.4691,0.46147777777777776,0.007622222222222252,0.4542,0.0038,0.9682,0.7828,0.7820055555555556,0.000794444444444431,0.7931,0.0004,1.0132,1.6758,1.1357222222222223,0.5400777777777777,1.957,0.27,1.1678,0.4773,0.39902777777777776,0.07827222222222224,0.5726,0.0391,1.1997
Toumani Camara,1641739,POR,SF,13.926,5.904,2.466,1.157,0.606,1.751,0.4567,0.7585,1.722,0.5149,2.466,0.606,1.157,1.722,raw_delquant_flat_file,14.2003,9.020555555555555,5.179744444444445,16.5159,2.5899,1.1631,5.0968,3.5888333333333335,1.5079666666666665,6.658,0.754,1.3063,3.2608,2.1012222222222223,1.1595777777777778,3.0458,0.5798,0.9341,0.9439,0.7107777777777778,0.23312222222222212,1.2736,0.1166,1.3493,0.5491,0.4397777777777778,0.10932222222222221,0.6607,0.0547,1.2032,1.6469,1.2561666666666667,0.3907333333333334,1.9464,0.1954,1.1819,0.4691,0.4412666666666667,0.02783333333333332,0.4706,0.0139,1.0032,0.7828,0.7468,0.03600000000000003,0.7765,0.018,0.992,1.6758,1.005111111111111,0.6706888888888889,2.0573,0.3353,1.2277,0.4773,0.43099444444444446,0.046305555555555544,0.5381,0.0232,1.1274
Nickeil Alexander-Walker,1629638,ATL,PG,15.749,3.42,3.769,1.071,0.432,1.809,0.4511,0.8521,2.194,0.5085,3.769,0.432,1.071,2.194,raw_delquant_flat_file,14.2003,9.143944444444445,5.056355555555555,18.2772,2.5282,1.2871,5.0968,3.657666666666666,1.4391333333333338,4.1396,0.7196,0.8122,3.2608,2.035888888888889,1.224911111111111,4.3815,0.6125,1.3437,0.9439,0.709111111111111,0.23478888888888894,1.1884,0.1174,1.259,0.5491,0.4205,0.12860000000000005,0.4963,0.0643,0.9038,1.6469,1.1113888888888888,0.5355111111111113,2.0768,0.2678,1.261,0.4691,0.4601722222222222,0.008927777777777812,0.4556,0.0045,0.9712,0.7828,0.7444944444444445,0.03830555555555559,0.8713,0.0192,1.1131,1.6758,1.0002222222222223,0.6755777777777776,2.5318,0.3378,1.5108,0.4773,0.4212388888888889,0.05606111111111112,0.5365,0.028,1.124
Jarrett Allen,1628386,CLE,C,12.192,8.038,1.659,0.769,0.941,1.248,0.6213,0.7064,0.072,0.3544,1.659,0.941,0.769,0.072,raw_delquant_flat_file,14.2003,9.614411764705881,4.585888235294119,14.4849,2.2929,1.02,5.0968,3.805411764705883,1.291388235294117,8.6837,0.6457,1.7038,3.2608,2.4610588235294117,0.7997411764705884,2.0589,0.3999,0.6314,0.9439,0.7529411764705882,0.19095882352941174,0.8645,0.0955,0.9159,0.5491,0.4275294117647059,0.12157058823529415,1.0018,0.0608,1.8244,1.6469,1.1886470588235294,0.45825294117647064,1.4771,0.2291,0.8969,0.4691,0.4603,0.00880000000000003,0.6257,0.0044,1.3338,0.7828,0.773,0.009800000000000031,0.7113,0.0049,0.9087,1.6758,1.1414705882352942,0.5343294117647057,0.3392,0.2672,0.2024,0.4773,0.4022529411764706,0.07504705882352941,0.3919,0.0375,0.8211
Donte DiVincenzo,1628978,MIN,PG,14.197,3.92,4.043,1.241,0.352,1.713,0.4331,0.7975,2.541,0.4848,4.043,0.352,1.241,2.541,raw_delquant_flat_file,14.2003,9.3915,4.8088,16.6014,2.4044,1.1691,5.0968,3.598375,1.4984250000000001,4.6692,0.7492,0.9161,3.2608,2.197875,1.0629250000000003,4.5745,0.5315,1.4029,0.9439,0.7104375,0.2334624999999999,1.3577,0.1167,1.4384,0.5491,0.429875,0.11922500000000003,0.4116,0.0596,0.7496,1.6469,1.16025,0.48665,1.9563,0.2433,1.1879,0.4691,0.4592625,0.009837499999999999,0.438,0.0049,0.9337,0.7828,0.7549875,0.027812500000000018,0.8114,0.0139,1.0365,1.6758,1.0204374999999999,0.6553625000000001,2.8687,0.3277,1.7118,0.4773,0.42216875,0.05513125000000002,0.5124,0.0276,1.0735
Cameron Johnson,1629661,DEN,SF,14.961,5.026,2.766,0.904,0.466,1.429,0.4689,0.8182,1.883,0.4742,2.766,0.466,0.904,1.883,raw_delquant_flat_file,14.2003,9.484444444444444,4.715855555555557,17.3189,2.3579,1.2196,5.0968,3.5435,1.5533000000000001,5.8026,0.7766,1.1385,3.2608,2.3794444444444443,0.8813555555555559,3.2067,0.4407,0.9834,0.9439,0.6557777777777778,0.28812222222222217,1.0481,0.1441,1.1104,0.5491,0.35344444444444445,0.19565555555555558,0.5638,0.0978,1.0268,1.6469,1.0929444444444443,0.5539555555555558,1.706,0.277,1.0359,0.4691,0.4566777777777778,0.012422222222222223,0.4751,0.0062,1.0128,0.7828,0.7742055555555556,0.00859444444444446,0.8225,0.0043,1.0507,1.6758,1.0026111111111111,0.6731888888888888,2.2196,0.3366,1.3245,0.4773,0.41878333333333334,0.05851666666666666,0.5035,0.0293,1.0549
Naji Marshall,1630230,DAL,SF,14.529,5.415,2.914,1.026,0.319,1.679,0.4894,0.7772,1.009,0.4964,2.914,0.319,1.026,1.009,raw_delquant_flat_file,14.2003,9.4712,4.729100000000001,16.8936,2.3646,1.1897,5.0968,3.9284,1.1684,5.9992,0.5842,1.1771,3.2608,2.088,1.1728,3.5004,0.5864,1.0735,0.9439,0.6827500000000001,0.2611499999999999,1.1566,0.1306,1.2253,0.5491,0.4574,0.09170000000000006,0.3648,0.0458,0.6644,1.6469,1.1912,0.4557,1.9068,0.2278,1.1578,0.4691,0.463675,0.005425000000000013,0.4921,0.0027,1.049,0.7828,0.755695,0.027105000000000046,0.7908,0.0136,1.0102,1.6758,0.893,0.7827999999999999,1.4004,0.3914,0.8357,0.4773,0.41499499999999995,0.062305000000000055,0.5276,0.0312,1.1054
Grayson Allen,1628960,PHX,PG,15.115,3.481,3.816,1.144,0.319,1.678,0.4376,0.8412,2.402,0.478,3.816,0.319,1.144,2.402,raw_delquant_flat_file,14.2003,8.88535294117647,5.314947058823531,17.7725,2.6575,1.2516,5.0968,3.3191764705882356,1.7776235294117644,4.3698,0.8888,0.8574,3.2608,1.9868235294117649,1.2739764705882353,4.453,0.637,1.3656,0.9439,0.6880588235294117,0.25584117647058824,1.2719,0.1279,1.3475,0.5491,0.34911764705882353,0.1999823529411765,0.419,0.1,0.7631,1.6469,1.0747058823529412,0.5721941176470589,1.9641,0.2861,1.1926,0.4691,0.4498411764705882,0.019258823529411828,0.4472,0.0096,0.9533,0.7828,0.7384588235294117,0.04434117647058833,0.8634,0.0222,1.103,1.6758,1.0250588235294116,0.6507411764705884,2.7274,0.3254,1.6275,0.4773,0.41646470588235296,0.06083529411764704,0.5084,0.0304,1.0652
Alex Sarr,1642259,WAS,C,11.911,6.696,1.917,0.665,1.445,1.456,0.4778,0.6794,0.761,0.3921,1.917,1.445,0.665,0.761,raw_delquant_flat_file,14.2003,10.083470588235295,4.116829411764705,13.9694,2.0584,0.9837,5.0968,3.858882352941176,1.2379176470588238,7.315,0.619,1.4352,3.2608,2.2964117647058826,0.9643882352941175,2.3992,0.4822,0.7358,0.9439,0.7468823529411764,0.19701764705882352,0.7635,0.0985,0.8089,0.5491,0.4805294117647059,0.0685705882352941,1.4793,0.0343,2.694,1.6469,1.3768235294117646,0.2700764705882355,1.591,0.135,0.9661,0.4691,0.4529117647058824,0.016188235294117614,0.4859,0.0081,1.0358,0.7828,0.7613705882352941,0.02142941176470592,0.6901,0.0107,0.8816,1.6758,1.0793529411764706,0.5964470588235293,1.0592,0.2982,0.6321,0.4773,0.42597058823529416,0.051329411764705846,0.4178,0.0257,0.8753
Dillon Brooks,1628415,PHX,SG,16.74,3.707,2.933,1.03,0.219,1.677,0.4381,0.8338,2.065,0.478,2.933,0.219,1.03,2.065,raw_delquant_flat_file,14.2003,8.88535294117647,5.314947058823531,19.3975,2.6575,1.366,5.0968,3.3191764705882356,1.7776235294117644,4.5958,0.8888,0.9017,3.2608,1.9868235294117649,1.2739764705882353,3.57,0.637,1.0948,0.9439,0.6880588235294117,0.25584117647058824,1.1579,0.1279,1.2267,0.5491,0.34911764705882353,0.1999823529411765,0.319,0.1,0.581,1.6469,1.0747058823529412,0.5721941176470589,1.9631,0.2861,1.192,0.4691,0.4498411764705882,0.019258823529411828,0.4477,0.0096,0.9544,0.7828,0.7384588235294117,0.04434117647058833,0.856,0.0222,1.0935,1.6758,1.0250588235294116,0.6507411764705884,2.3904,0.3254,1.4264,0.4773,0.41646470588235296,0.06083529411764704,0.5084,0.0304,1.0652
Jaime Jaquez Jr.,1631170,MIA,PG,14.32,4.4,4.016,0.973,0.286,1.925,0.4721,0.7946,1.106,0.5178,4.016,0.286,0.973,1.106,raw_delquant_flat_file,14.2003,10.5542,3.6461000000000006,16.1431,1.8231,1.1368,5.0968,3.9381333333333335,1.1586666666666665,4.9793,0.5793,0.9769,3.2608,2.4346,0.8262,4.4291,0.4131,1.3583,0.9439,0.7641333333333333,0.17976666666666663,1.0629,0.0899,1.1261,0.5491,0.3908666666666667,0.15823333333333334,0.3651,0.0791,0.6649,1.6469,1.2644666666666666,0.3824333333333334,2.1162,0.1912,1.285,0.4691,0.4581266666666667,0.010973333333333335,0.4776,0.0055,1.0181,0.7828,0.7705466666666667,0.012253333333333338,0.8007,0.0061,1.0229,1.6758,1.1222666666666667,0.5535333333333332,1.3828,0.2768,0.8252,0.4773,0.4400866666666667,0.03721333333333332,0.5364,0.0186,1.1238
Herbert Jones,1630529,NOP,SF,12.632,4.906,2.867,1.389,0.591,1.637,0.4466,0.797,1.297,0.4982,2.867,0.591,1.389,1.297,raw_delquant_flat_file,14.2003,10.4724,3.7279,14.496,1.864,1.0208,5.0968,4.337199999999999,0.7596000000000007,5.2858,0.3798,1.0371,3.2608,2.329333333333333,0.9314666666666671,3.3327,0.4657,1.022,0.9439,0.7901333333333334,0.1537666666666666,1.4659,0.0769,1.553,0.5491,0.5034666666666666,0.045633333333333415,0.6138,0.0228,1.1178,1.6469,1.3388,0.30810000000000004,1.791,0.154,1.0875,0.4691,0.4649933333333333,0.004106666666666703,0.4487,0.0021,0.9565,0.7828,0.7565666666666666,0.026233333333333442,0.8101,0.0131,1.0349,1.6758,0.9537333333333333,0.7220666666666666,1.658,0.361,0.9894,0.4773,0.4297066666666666,0.047593333333333376,0.522,0.0238,1.0937
Kristaps Porziņģis,204001,GSW,PF,14.065,5.311,1.925,0.645,1.008,1.198,0.4703,0.817,1.498,0.3768,1.925,1.008,0.645,1.498,raw_delquant_flat_file,14.2003,9.445555555555556,4.754744444444444,16.4424,2.3774,1.1579,5.0968,3.606555555555556,1.490244444444444,6.0561,0.7451,1.1882,3.2608,2.3485555555555555,0.9122444444444446,2.3811,0.4561,0.7302,0.9439,0.7605555555555555,0.18334444444444442,0.7367,0.0917,0.7805,0.5491,0.41038888888888886,0.13871111111111117,1.0774,0.0694,1.9621,1.6469,1.1836111111111112,0.46328888888888886,1.4296,0.2316,0.8681,0.4691,0.46147777777777776,0.007622222222222252,0.4741,0.0038,1.0107,0.7828,0.7820055555555556,0.000794444444444431,0.8174,0.0004,1.0442,1.6758,1.1357222222222223,0.5400777777777777,1.768,0.27,1.055,0.4773,0.39902777777777776,0.07827222222222224,0.4159,0.0391,0.8714
Leaky Black,1641778,WAS,SF,12.878,5.69,2.479,0.984,0.694,1.571,0.4575,0.7762,1.218,0.4956,2.479,0.694,0.984,1.218,raw_delquant_flat_file,14.2003,10.083470588235295,4.116829411764705,14.9364,2.0584,1.0518,5.0968,3.858882352941176,1.2379176470588238,6.309,0.619,1.2378,3.2608,2.2964117647058826,0.9643882352941175,2.9612,0.4822,0.9081,0.9439,0.7468823529411764,0.19701764705882352,1.0825,0.0985,1.1468,0.5491,0.4805294117647059,0.0685705882352941,0.7283,0.0343,1.3264,1.6469,1.3768235294117646,0.2700764705882355,1.706,0.135,1.0359,0.4691,0.4529117647058824,0.016188235294117614,0.4656,0.0081,0.9925,0.7828,0.7613705882352941,0.02142941176470592,0.7869,0.0107,1.0052,1.6758,1.0793529411764706,0.5964470588235293,1.5162,0.2982,0.9048,0.4773,0.42597058823529416,0.051329411764705846,0.5213,0.0257,1.0922
Christian Braun,1631128,DEN,PG,14.04,4.472,3.342,0.951,0.351,1.452,0.4889,0.7993,1.259,0.5231,3.342,0.351,0.951,1.259,raw_delquant_flat_file,14.2003,9.484444444444444,4.715855555555557,16.3979,2.3579,1.1548,5.0968,3.5435,1.5533000000000001,5.2487,0.7767,1.0298,3.2608,2.3794444444444443,0.8813555555555559,3.7827,0.4407,1.1601,0.9439,0.6557777777777778,0.28812222222222217,1.0951,0.1441,1.1602,0.5491,0.35344444444444445,0.19565555555555558,0.4488,0.0978,0.8173,1.6469,1.0929444444444443,0.5539555555555558,1.729,0.277,1.0499,0.4691,0.4566777777777778,0.012422222222222223,0.4951,0.0062,1.0554,0.7828,0.7742055555555556,0.00859444444444446,0.8036,0.0043,1.0266,1.6758,1.0026111111111111,0.6731888888888888,1.5956,0.3366,0.9521,0.4773,0.41878333333333334,0.05851666666666666,0.5524,0.0293,1.1573
Ryan Rollins,1631157,MIL,PG,13.826,3.586,4.124,1.167,0.346,1.989,0.4617,0.804,1.606,0.5335,4.124,0.346,1.167,1.606,raw_delquant_flat_file,14.2003,9.940999999999999,4.259300000000001,15.9557,2.1297,1.1236,5.0968,3.714555555555555,1.3822444444444448,4.2771,0.6911,0.8392,3.2608,2.2494444444444444,1.0113555555555558,4.6297,0.5057,1.4198,0.9439,0.7022222222222223,0.24167777777777766,1.2878,0.1208,1.3643,0.5491,0.381,0.16810000000000003,0.43,0.084,0.7831,1.6469,1.2697222222222222,0.37717777777777783,2.1776,0.1886,1.3222,0.4691,0.4623055555555556,0.006794444444444436,0.4651,0.0034,0.9915,0.7828,0.7495888888888889,0.03321111111111119,0.8206,0.0166,1.0483,1.6758,1.103,0.5728,1.8924,0.2864,1.1293,0.4773,0.41657777777777777,0.06072222222222223,0.5639,0.0304,1.1814
Anthony Black,1641710,ORL,PG,13.527,3.643,3.822,1.192,0.495,1.983,0.4454,0.7623,1.305,0.5292,3.822,0.495,1.192,1.305,raw_delquant_flat_file,14.2003,9.959933333333334,4.240366666666667,15.6472,2.1202,1.1019,5.0968,3.8836,1.2132,4.2496,0.6066,0.8338,3.2608,2.1512666666666664,1.1095333333333337,4.3768,0.5548,1.3422,0.9439,0.7268000000000001,0.21709999999999985,1.3005,0.1085,1.3778,0.5491,0.4478,0.10130000000000006,0.5456,0.0506,0.9936,1.6469,1.2436666666666667,0.40323333333333333,2.1846,0.2016,1.3265,0.4691,0.45659333333333335,0.012506666666666666,0.4517,0.0063,0.9629,0.7828,0.7623666666666666,0.020433333333333414,0.7725,0.0102,0.9868,1.6758,0.9354666666666667,0.7403333333333333,1.6752,0.3702,0.9996,0.4773,0.43374666666666667,0.04355333333333333,0.551,0.0218,1.1544
Aaron Nesmith,1630174,IND,SG,14.732,4.105,3.03,0.934,0.43,1.599,0.4499,0.8284,1.951,0.5226,3.03,0.43,0.934,1.951,raw_delquant_flat_file,14.2003,9.299555555555555,4.900744444444445,17.1824,2.4504,1.21,5.0968,3.769944444444444,1.326855555555556,4.7684,0.6634,0.9356,3.2608,2.2429444444444444,1.0178555555555557,3.5389,0.5089,1.0853,0.9439,0.6926111111111112,0.2512888888888888,1.0596,0.1256,1.1226,0.5491,0.4008333333333333,0.1482666666666667,0.5041,0.0741,0.918,1.6469,1.1437777777777778,0.5031222222222222,1.8506,0.2516,1.1237,0.4691,0.4635222222222223,0.005577777777777737,0.4527,0.0028,0.965,0.7828,0.7666499999999999,0.01615000000000011,0.8365,0.0081,1.0686,1.6758,0.973388888888889,0.702411111111111,2.3022,0.3512,1.3738,0.4773,0.41789444444444446,0.059405555555555545,0.5523,0.0297,1.1571
Peyton Watson,1631212,DEN,PG,13.527,4.148,2.949,0.962,0.846,1.673,0.4654,0.763,1.308,0.5335,2.949,0.846,0.962,1.308,raw_delquant_flat_file,14.2003,9.484444444444444,4.715855555555557,15.8849,2.3579,1.1186,5.0968,3.5435,1.5533000000000001,4.9246,0.7766,0.9662,3.2608,2.3794444444444443,0.8813555555555559,3.3897,0.4407,1.0395,0.9439,0.6557777777777778,0.28812222222222217,1.1061,0.1441,1.1718,0.5491,0.35344444444444445,0.19565555555555558,0.9438,0.0978,1.7188,1.6469,1.0929444444444443,0.5539555555555558,1.95,0.277,1.184,0.4691,0.4566777777777778,0.012422222222222223,0.4716,0.0062,1.0053,0.7828,0.7742055555555556,0.00859444444444446,0.7673,0.0043,0.9802,1.6758,1.0026111111111111,0.6731888888888888,1.6446,0.3366,0.9814,0.4773,0.41878333333333334,0.05851666666666666,0.5628,0.0293,1.1791
Jusuf Nurkić,203994,UTA,C,9.084,8.322,2.844,0.858,0.784,1.813,0.4983,0.623,0.446,0.371,2.844,0.784,0.858,0.446,raw_delquant_flat_file,14.2003,11.249888888888888,2.950411111111112,10.5592,1.4752,0.7436,5.0968,4.457277777777778,0.6395222222222223,8.6418,0.3198,1.6955,3.2608,2.645388888888889,0.6154111111111114,3.1517,0.3077,0.9665,0.9439,0.8517222222222222,0.0921777777777778,0.9041,0.0461,0.9578,0.5491,0.4432222222222222,0.10587777777777785,0.8369,0.0529,1.5241,1.6469,1.4776666666666667,0.16923333333333335,1.8976,0.0846,1.1522,0.4691,0.45565000000000005,0.013449999999999962,0.505,0.0067,1.0765,0.7828,0.7633666666666667,0.019433333333333302,0.6327,0.0097,0.8083,1.6758,1.2035,0.47229999999999994,0.6822,0.2362,0.4071,0.4773,0.4321166666666667,0.0451833333333333,0.3936,0.0226,0.8246
Donovan Clingan,1642270,POR,C,9.295,8.446,1.499,0.555,1.401,1.199,0.528,0.6637,0.513,0.3882,1.499,1.401,0.555,0.513,raw_delquant_flat_file,14.2003,9.020555555555555,5.179744444444445,11.8849,2.5899,0.8369,5.0968,3.5888333333333335,1.5079666666666665,9.2,0.754,1.8051,3.2608,2.1012222222222223,1.1595777777777778,2.0788,0.5798,0.6375,0.9439,0.7107777777777778,0.23312222222222212,0.6716,0.1166,0.7115,0.5491,0.4397777777777778,0.10932222222222221,1.4557,0.0547,2.6511,1.6469,1.2561666666666667,0.3907333333333334,1.3944,0.1954,0.8467,0.4691,0.4412666666666667,0.02783333333333332,0.5419,0.0139,1.1552,0.7828,0.7468,0.03600000000000003,0.6817,0.018,0.8708,1.6758,1.005111111111111,0.6706888888888889,0.8483,0.3353,0.5062,0.4773,0.43099444444444446,0.046305555555555544,0.4114,0.0232,0.8619
