player_name,player_id,team,position,sim_mean_salary,sim_median_salary,sim_p25_salary,sim_p75_salary,sim_salary_std,sim_mean_score,fmv_band
Jalen Smith,1630188,CHI,PF,6871075.53,6892456.81,6281867.79,7552372.89,1030108.09,-0.7578,rotation
Jakob Poeltl,1627751,TOR,C,6833000.37,6857794.55,6201877.96,7612365.26,1040708.15,-0.7773,rotation
Corey Kispert,1630557,ATL,SF,6818863.5,6812466.98,6153884.07,7612365.26,1061802.67,-0.7833,rotation
Blake Hinson,1642396,UTA,SF,6733922.3,6793802.69,6089892.21,7452385.6,1063801.11,-0.8165,rotation
Ja'Kobe Walter,1642266,TOR,PG,6486623.09,6601827.1,5753934.93,7052436.47,1072852.4,-0.9324,rotation
Isaiah Collier,1642268,UTA,PG,6392979.0,6537835.24,5705941.03,7052436.47,1072156.67,-0.9693,rotation
Cam Spencer,1642285,MEM,PG,6385121.33,6537835.24,5625951.21,7049770.14,1073450.87,-0.9726,rotation
Neemias Queta,1629674,BOS,C,6384137.45,6537835.24,5641949.17,6985778.28,1031152.41,-0.972,rotation
Moussa Diabaté,1631217,CHA,SF,6235340.38,6345859.66,5373316.67,6921786.41,1059286.19,-1.0327,rotation
Danny Wolf,1642874,BKN,SF,6229397.13,6345859.66,5385981.72,6972446.64,1083777.88,-1.0359,rotation
Robert Williams III,1629057,POR,PF,6228706.55,6281867.79,5433975.62,6921786.41,1048857.53,-1.0442,rotation
Obi Toppin,1630167,IND,SF,6172321.72,6249871.86,5335321.5,6892456.81,1046316.25,-1.0574,rotation
Egor Dëmin,1642856,BKN,PG,6111153.5,6153884.07,5321989.86,6812466.98,1071003.83,-1.0856,rotation
Dru Smith,1630696,MIA,PG,6093694.39,6089892.21,5257998.0,6812466.98,1085594.89,-1.0939,rotation
Ziaire Williams,1630533,BKN,SF,6056291.15,6121888.14,5257998.0,6812466.98,1088769.07,-1.1084,rotation
Adem Bona,1641737,PHI,SF,6054795.34,6089892.21,5257998.0,6857794.55,1111016.01,-1.1127,rotation
Jose Alvarado,1630631,NYK,PG,6042935.51,6089892.21,5257998.0,6812466.98,1108301.2,-1.1178,rotation
Cole Anthony,1630175,MIL,PG,6017082.8,6025900.34,5191339.81,6798468.76,1111002.85,-1.1272,rotation
Justin Edwards,1642348,PHI,SF,5969803.48,5961908.48,5257998.0,6732477.16,1062196.19,-1.1466,rotation
Jay Huff,1630643,IND,C,5906462.2,5897916.62,5143345.91,6729810.83,1074993.14,-1.1723,rotation
Isaiah Stewart,1630191,DET,PF,5890013.63,5897916.62,5095352.02,6729810.83,1080348.24,-1.1915,rotation
Jock Landale,1629111,ATL,C,5797270.75,5705941.03,5095352.02,6601827.1,1057814.79,-1.215,rotation
Luke Kornet,1628436,SAS,PF,5733713.5,5641949.17,4999364.22,6537835.24,1042314.1,-1.2429,rotation
Zach Collins,1628380,CHI,PF,5726677.06,5641949.17,4951370.33,6652487.33,1109161.62,-1.2522,rotation
Caleb Love,1631126,POR,PG,5714905.23,5705941.03,4999364.22,6537835.24,1045686.19,-1.254,rotation
Precious Achiuwa,1630173,SAC,SF,5686748.81,5577957.31,4951370.33,6537835.24,1072963.37,-1.2662,rotation
Tyson Etienne,1630623,BKN,PG,5514637.36,5385981.72,4759394.74,6345859.66,1074351.26,-1.3385,rotation
Brandon Williams,1630314,DAL,PG,5451890.68,5335321.5,4711400.84,6233873.89,1052981.78,-1.3693,rotation
John Konchar,1629723,UTA,PG,5378747.98,5287327.6,4615413.05,6153884.07,1087955.48,-1.3965,rotation
Max Strus,1629622,CLE,SG,5315281.38,5257998.0,4615413.05,6025900.34,1036996.46,-1.4212,rotation
Vince Williams Jr.,1631246,UTA,PG,5282256.25,5239333.71,4567419.16,6025900.34,1053741.95,-1.4401,rotation
Dylan Cardwell,1642928,SAC,C,5282216.25,5239333.71,4519425.26,6025900.34,1077185.36,-1.4378,rotation
Dorian Finney-Smith,1627827,HOU,SF,5212870.41,5143345.91,4423437.47,5961908.48,1076090.38,-1.4706,rotation
Nikola Jović,1631107,MIA,SF,5212411.8,5191339.81,4519425.26,5897916.62,1048325.52,-1.4678,rotation
Yves Missi,1642274,NOP,C,5125678.83,5095352.02,4375443.57,5833924.76,1047343.94,-1.5001,rotation
Dominick Barlow,1631230,PHI,SF,5120540.81,5095352.02,4423437.47,5769932.9,1033330.79,-1.5087,rotation
Sharife Cooper,1630536,WAS,PG,5101151.28,5047358.12,4423437.47,5769932.9,1035793.32,-1.5197,rotation
Javonte Green,1629750,DET,PG,5046403.58,4999364.22,4327449.67,5641949.17,1055226.14,-1.5398,rotation
Simone Fontecchio,1631323,MIA,SF,5008885.68,4951370.33,4279455.78,5705941.03,1074227.94,-1.5563,rotation
Will Richard,1642954,GSW,PG,4993095.69,4951370.33,4327449.67,5577957.31,1032260.42,-1.5604,minimum
Quenton Jackson,1631245,IND,PG,4951695.62,4903376.43,4279455.78,5577957.31,1008572.32,-1.5816,minimum
Gary Trent Jr.,1629018,MIL,PG,4901792.63,4879379.48,4183467.98,5513965.45,1012128.85,-1.5999,minimum
Ausar Thompson,1641709,DET,SG,4896206.68,4855382.53,4183467.98,5449973.59,1004107.58,-1.6065,minimum
Ryan Nembhard,1642948,DAL,PG,4864050.77,4807388.64,4183467.98,5449973.59,1025759.45,-1.6156,minimum
Kobe Sanders,1642920,LAC,PG,4833779.95,4759394.74,4135474.09,5513965.45,1043896.52,-1.6352,minimum
Ochai Agbaji,1630534,BKN,PG,4817701.99,4759394.74,4135474.09,5385981.72,1026182.96,-1.6396,minimum
Tyrese Martin,1631213,PHI,SF,4751201.12,4711400.84,4087480.19,5335321.5,980049.5,-1.6662,minimum
Mouhamed Gueye,1631243,ATL,SF,4747164.3,4711400.84,4039486.29,5335321.5,1028254.66,-1.6723,minimum
Ethan Thompson,1630679,IND,PG,4731272.98,4663406.95,4087480.19,5335321.5,1017842.13,-1.6785,minimum
Jared McCain,1642272,OKC,PG,4709147.8,4663406.95,4039486.29,5287327.6,1020438.29,-1.6913,minimum
Kevin Huerter,1628989,DET,SG,4709035.81,4687403.89,4039486.29,5321989.86,1009314.08,-1.6889,minimum
Cameron Payne,1626166,PHI,PG,4631749.64,4591416.11,3991492.4,5243999.78,1017800.81,-1.7229,minimum
Noah Clowney,1641730,BKN,PF,4556367.23,4519425.26,3556881.0,5191339.81,995366.9,-1.7564,minimum
LJ Cryer,1643018,GSW,PG,4488029.25,4423437.47,3556881.0,5095352.02,955368.71,-1.7891,minimum
Nolan Traore,1642849,BKN,PG,4454812.14,4423437.47,3524885.07,5047358.12,957393.11,-1.8103,minimum
Pelle Larsson,1641796,MIA,PG,4266564.08,4231461.88,3460893.21,4807388.64,903279.46,-1.896,minimum
Cam Whitmore,1641715,WAS,SF,4261282.09,4231461.88,3428897.28,4855382.53,966507.55,-1.8992,minimum
Sandro Mamukelashvili,1630572,TOR,PF,4252059.26,4231461.88,3428897.28,4855382.53,946382.01,-1.9065,minimum
Jarred Vanderbilt,1629020,LAL,SF,4199508.61,4135474.09,3396901.34,4807388.64,925790.44,-1.9303,minimum
Jonas Valančiūnas,202685,DEN,C,4193296.07,4135474.09,3396901.34,4807388.64,967029.26,-1.9381,minimum
Ben Saraf,1642879,BKN,PG,4163601.18,4135474.09,3364905.41,4711400.84,928584.0,-1.9532,minimum
Jordan Miller,1641757,LAC,PG,4087333.54,4087480.19,3332909.48,4711400.84,881523.05,-1.9836,minimum
Bones Hyland,1630538,MIN,PG,4073620.62,4039486.29,3332909.48,4615413.05,873698.7,-1.9916,minimum
Paul Reed,1630194,DET,SF,4072002.16,4087480.19,3332909.48,4663406.95,902921.25,-1.9909,minimum
Ryan Dunn,1642346,PHX,SF,4071623.54,4039486.29,3364905.41,4615413.05,861862.1,-1.9862,minimum
Gui Santos,1630611,GSW,SF,3821271.38,3492889.14,3204925.76,4375443.57,831984.67,-2.1284,minimum
De'Andre Hunter,1629631,SAC,SG,3791824.46,3460893.21,3204925.76,4327449.67,809429.07,-2.1466,minimum
Gary Payton II,1627780,GSW,PG,3586855.85,3364905.41,3108937.97,4087480.19,751344.69,-2.267,minimum
Kasparas Jakučionis,1642857,MIA,PG,3562472.29,3332909.48,3108937.97,4087480.19,732734.4,-2.2806,minimum
Leonard Miller,1631159,CHI,SF,3511017.5,3332909.48,3068943.05,4039486.29,710967.88,-2.3043,minimum
Nae'Qwan Tomlin,1641772,CLE,SF,3494259.63,3300913.55,3044946.1,3991492.4,707476.51,-2.3223,minimum
Chaney Johnson,1643052,BKN,SG,3343172.18,3236921.69,2980954.24,3524885.07,706864.52,-2.4151,minimum
Josh Minott,1631169,BKN,SF,3340841.81,3204925.76,2980954.24,3524885.07,696995.0,-2.4265,minimum
Josh Green,1630182,CHA,PG,3333917.35,3204925.76,2948958.31,3524885.07,724099.11,-2.4273,minimum
Jahmai Mashack,1642942,MEM,PG,3224995.21,3140933.9,2916962.38,3428897.28,677318.27,-2.5032,minimum
Andre Drummond,203083,PHI,C,3143845.53,3076942.03,2884966.45,3364905.41,638690.56,-2.557,minimum
Tidjane Salaün,1642275,CHA,SF,2991144.95,3012950.17,2756982.72,3236921.69,670469.24,-2.6757,minimum
Nique Clifford,1642363,SAC,PG,2939604.83,2980954.24,2756982.72,3204925.76,659672.08,-2.6994,minimum
Justin Champagnie,1630551,WAS,SG,2908792.75,2948958.31,2724986.79,3204925.76,634248.42,-2.7364,minimum
Matisse Thybulle,1629680,POR,SG,2773090.01,2916962.38,2660994.93,3140933.9,653085.89,-2.8153,minimum
Jeremiah Robinson-Earl,1630526,DAL,SF,2770495.67,2916962.38,2660994.93,3140933.9,660850.47,-2.8182,minimum
Tim Hardaway Jr.,203501,DEN,SG,2691607.04,2820974.59,2628999.0,3076942.03,659361.99,-2.8845,minimum
Goga Bitadze,1629048,ORL,PF,2691396.4,2852970.52,1778440.5,3108937.97,672573.33,-2.8851,minimum
Olivier-Maxence Prosper,1641765,MEM,SF,2679875.2,2820974.59,1778440.5,3076942.03,654149.7,-2.89,minimum
Nikola Topić,1642260,OKC,PG,2671478.93,2820974.59,1778440.5,3076942.03,674284.07,-2.8913,minimum
Jalen Wilson,1630592,BKN,SF,2566545.61,2756982.72,1746444.57,3012950.17,660822.38,-2.9759,minimum
Ben Sheppard,1641767,IND,PG,2499602.12,2724986.79,1730446.6,2980954.24,717037.02,-3.0115,minimum
Kris Murray,1631200,POR,SF,2424561.0,2692990.86,1714448.64,2924961.36,661638.02,-3.0761,minimum
Killian Hayes,1630165,SAC,PG,2421204.09,2692990.86,1714448.64,2924961.36,668021.72,-3.0794,minimum
Ousmane Dieng,1631172,MIL,SF,2355433.79,2660994.93,1698450.67,2884966.45,667694.38,-3.1192,minimum
Landry Shamet,1629013,NYK,PG,2317934.56,2628999.0,1698450.67,2852970.52,652001.01,-3.1519,minimum
Pete Nance,1631250,MIL,SF,2200293.52,1762442.53,1650456.78,2820974.59,641593.58,-3.2287,minimum
Mitchell Robinson,1629011,NYK,PF,2151721.03,1746444.57,1646457.29,2788978.66,629263.13,-3.2667,minimum
Craig Porter Jr.,1641854,CLE,PG,2047936.89,1730446.6,1618460.84,2692990.86,596726.99,-3.3439,minimum
Steven Adams,203500,HOU,C,2014426.49,1698450.67,1586464.91,2692990.86,599703.7,-3.3886,minimum
Julian Strawther,1631124,DEN,PG,1989459.0,1698450.67,1586464.91,2660994.93,583067.54,-3.4032,minimum
Bruce Brown,1628971,DEN,SG,1941086.48,1698450.67,1570466.95,2628999.0,558464.13,-3.4424,minimum
Spencer Jones,1642461,DEN,SF,1889023.77,1666454.74,1554468.98,1778440.5,533309.23,-3.4956,minimum
Josh Okogie,1629006,HOU,PG,1873249.78,1666454.74,1554468.98,1778440.5,525357.65,-3.5065,minimum
Kam Jones,1642880,IND,PG,1868197.09,1650456.78,1554468.98,1778440.5,530939.35,-3.5166,minimum
Dean Wade,1629731,CLE,PF,1854169.54,1650456.78,1538471.02,1762442.53,524138.8,-3.535,minimum
Terance Mann,1629611,BKN,SG,1778517.82,1634458.81,1522473.05,1730446.6,460594.4,-3.5935,minimum
Daeqwon Plowden,1631342,SAC,SG,1630968.59,1554468.98,1442483.22,1666454.74,365146.17,-3.798,minimum
Jaxson Hayes,1629637,LAL,PF,1616031.82,1538471.02,1442483.22,1650456.78,352810.81,-3.8298,minimum
Jeremy Sochan,1631110,NYK,SF,1577647.37,1522473.05,1410487.29,1634458.81,310368.24,-3.8856,minimum
Anthony Gill,1630264,WAS,SF,1556708.7,1490477.12,1378491.36,1618460.84,300705.75,-3.9364,minimum
Guerschon Yabusele,1627824,CHI,SF,1551741.33,1490477.12,1394489.33,1618460.84,295661.78,-3.9443,minimum
Baylor Scheierman,1631248,BOS,PG,1532351.8,1490477.12,1374491.87,1586464.91,272621.69,-3.9823,minimum
Kyle Anderson,203937,MIN,SG,1530210.73,1474479.16,1362493.4,1590464.4,282286.29,-3.9958,minimum
Tyus Jones,1626145,DEN,PG,1510445.25,1458481.19,1346495.43,1570466.95,264241.13,-4.038,minimum
Kobe Brown,1641738,IND,SF,1492087.58,1458481.19,1346495.43,1570466.95,225698.06,-4.0656,minimum
Isaac Okoro,1630171,CHI,SG,1480254.42,1442483.22,1314499.5,1538471.02,237278.83,-4.1145,minimum
Clint Capela,203991,HOU,C,1453343.18,1410487.29,1314499.5,1522473.05,206939.1,-4.1885,minimum
Jaylon Tyson,1642281,CLE,SG,1446776.01,1410487.29,1314499.5,1506475.09,194026.84,-4.205,minimum
Cody Williams,1642262,UTA,SF,1444573.63,1394489.33,1314499.5,1510474.58,175617.2,-4.1974,minimum
Pat Spencer,1630311,GSW,PG,1433708.34,1378491.36,1314499.5,1490477.12,202555.91,-4.2607,minimum
Luka Garza,1630568,BOS,C,1433460.37,1378491.36,1314499.5,1506475.09,183099.19,-4.2517,minimum
Elijah Harkless,1641989,UTA,PG,1424941.46,1378491.36,1314499.5,1490477.12,164933.73,-4.2571,minimum
Tristan Vukcevic,1641774,WAS,SF,1412759.0,1362493.4,1314499.5,1474479.16,151562.75,-4.3168,minimum
Nate Williams,1631466,GSW,PG,1412543.03,1362493.4,1314499.5,1474479.16,163781.51,-4.326,minimum
